produto_id,nome,categoria,marca,preco,estoque,data_cadastro
845,Monitor 27,Memória,Samsung,508.46,80,2022-09-05
846,Memória 16GB,Placa de Vídeo,Dell,4358.07,267,2022-10-20
847,HD 2TB,Webcam,Logitech,8852.57,24,99/99/9999
848,Core i7,HD,Redragon,,445,2024-02-12
849,Fonte 750W,Placa de Vídeo,Corsair,10806.1,310,2024-07-08
850,RTX 4070,Impressora,Acer,10923.41,45,2023-11-26
851,Monitor 24,Gabinete,Dell,14372.03,455,2025-03-17
852,Core i5,Placa Mãe,AMD,11578.5,158,2025-03-27
853,Notebook Gamer,Impressora,AMD,14360.25,267,2023-01-04
854,Core i7,Headset,AMD,4138.94,105,2023-10-19
855,Mouse Sem Fio,Webcam,AMD,693.85,441,2023-10-12
856,Mouse Sem Fio,Monitor,LG,1383.56,50,2023-09-21
857,Notebook Gamer,SSD,Acer,10185.56,30,2022-07-22
858,Monitor 27,,Redragon,6204.09,165,2025-04-15
859,Notebook Office,Processador,Acer,7639.15,258,2022-05-15
860,Core i7,Teclado,Redragon,6124.26,,2025-02-10
861,Fonte 750W,Headset,LG,1901.06,290,2024-02-04
862,Core i5,Notebook,AOC,2539.46,125,2024-08-09
863,SSD 1TB,Webcam,Corsair,9318.53,cem,2024-02-18
864,Notebook Office,Processador,Kingston,12639.73,108,2022-05-24
865,SSD 1TB,Teclado,Kingston,5941.67,62,2024-10-30
866,Impressora Laser,SSD,HP,4788.19,349,2023-10-21
867,Mouse Gamer,Notebook,Kingston,6907.79,306,02/09/2024
868,Ryzen 5,Processador,Samsung,10097.14,211,2022-06-08
869,Memória 16GB,Memória,AOC,13390.73,417,2024-01-04
870,Memória 16GB,Placa de Vídeo,Dell,12590.4,cem,2023-03-30
871,Monitor 24,Fonte,Lenovo,11381.15,348,2023-03-29
872,Headset Gamer,Notebook,HP,,185,2024-03-22
873,Gabinete RGB,Fonte,Corsair,4174.67,256,2025-03-03
874,SSD 240GB,Gabinete,Redragon,mil,381,2023-07-16
875,SSD 1TB,Impressora,Intel,10176.12,496,2022-01-05
876,Memória 8GB,Memória,Lenovo,9621.67,482,2022-09-07
877,SSD 240GB,hd,AMD,7009.47,,2024-07-08
878,Notebook Gamer,Teclado,Logitech,5890.05,171,2024-05-17
879,Fonte 750W,Notebook,Intel,13756.59,100,2024-06-03
880,SSD 240GB,Teclado,Asus,8896.11,320,2022-04-22
881,Fonte 650W,Monitor,Corsair,7804.73,121,2024-07-03
882,Headset Gamer,Notebooks,Dell,1301.31,31,99/99/9999
883,HD 2TB,Memória,Samsung,9400.25,-10,2024-04-21
884,RX 7600,Impressora,Kingston,9001.65,337,2022-07-27
885,Monitor 27,Placa Mãe,Logitech,mil,400,2022-05-19
886,SSD 1TB,Placa de Vídeo,Logitech,12614.88,463,2024-06-29
887,Ryzen 7,Headset,Asus,mil,22,2023-09-30
888,Memória 8GB,Notebook,AMD,8126.33,74,99/99/9999
889,Teclado Mecânico,Fonte,HP,12291.37,286,2022-05-21
890,Headset Gamer,Placa Mãe,Kingston,10024.54,355,2023-11-19
891,Notebook Office,Impressora,Dell,6292.06,83,2023-04-02
892,Memória 8GB,Memória,HP,7008.72,109,2024-03-30
893,Mouse Gamer,Teclado,Corsair,mil,-10,2025-04-14
894,SSD 240GB,Gabinete,LG,R$500,499,2023-11-27
895,Notebook Gamer,Mouse,Acer,mil,100,2022-08-16
896,Gabinete RGB,Processador,Redragon,3169.36,233,2024-06-07
897,Teclado Mecânico,Memória,Logitech,999.36,73,2024-02-06
898,Core i7,Processador,Lenovo,6454.51,,2022-11-01
899,Ryzen 7,Impressora,Intel,817.82,407,2023-03-05
900,RTX 4060,Fonte,Redragon,11774.29,,2024-11-08
901,Headset Gamer,Placa de Vídeo,Intel,7793.01,91,2023-07-04
902,Teclado Mecânico,Teclado,Acer,9578.82,-10,2023-03-24
903,SSD 1TB,Mouse,Redragon,13332.86,292,2022-06-22
904,Fonte 650W,Placa de Vídeo,Intel,7791.93,117,2024-06-04
905,SSD 240GB,Monitor,Asus,12071.48,cem,2022-06-18
906,SSD 240GB,Monitor,Asus,7536.44,279,2022-03-20
907,Impressora Laser,SSD,HP,5019.69,345,2022-10-10
908,Impressora Laser,Webcam,Asus,11290.7,378,2024-04-07
909,Ryzen 7,Mouse,AOC,12331.48,387,2024-03-25
910,Core i5,Gabinete,AOC,10855.57,107,2024-08-02
911,Headset Gamer,Placa de Vídeo,Intel,1306.42,433,02-17-2025
912,Ryzen 5,Webcam,Asus,8671.08,65,2023-11-27
913,Core i5,Placa Mãe,Dell,6397.28,385,2025-03-08
914,Core i7,Placa Mãe,Kingston,13833.72,78,2025-03-21
915,Teclado Mecânico,HD,Kingston,14702.98,cem,2024-07-13
916,Notebook Office,Placa Mãe,Intel,4583.59,87,2022-02-24
917,HD 2TB,Monitor,Intel,1060.98,493,2022-04-28
918,Mouse Sem Fio,Mouse,AMD,185.49,167,2024-05-06
919,Teclado Mecânico,Webcam,Logitech,1050.07,489,2024-08-30
920,Gabinete RGB,Teclado,Dell,8634.87,158,2022-10-20
921,Core i7,Placa de Vídeo,Intel,12372.25,309,25/03/2025
922,Headset Gamer,Memória,Kingston,4332.92,451,2022-12-25
923,Gabinete RGB,Placa Mãe,Samsung,2710.08,316,2024-03-16
924,Fonte 750W,Fonte,Samsung,674.09,453,2023-03-21
925,Monitor 24,Processador,Redragon,6180.95,390,2023-10-30
926,Monitor 24,Fonte,Logitech,2489.29,106,2024-08-03
927,Monitor 27,Mouse,Asus,11194.44,cem,2024-08-08
928,RX 7600,Webcam,Lenovo,1042.19,280,2022-11-27
929,Webcam HD,Monitor,Corsair,290.63,51,2022-01-23
930,Gabinete RGB,Placa de Vídeo,Logitech,2319.38,183,2022-04-08
931,Monitor 27,SSD,Intel,12176.45,328,2022-04-18
932,Memória 16GB,Teclado,Samsung,749.0,193,2022-02-02
933,Monitor 24,Impressora,Samsung,14839.57,172,2022-12-10
934,Core i5,Placa Mãe,HP,679.31,262,2025-01-14
935,Mouse Sem Fio,mouse,Dell,6429.65,118,2024-03-08
936,Memória 16GB,,Acer,3317.04,336,2023-09-10
937,Core i7,Monitor,Kingston,7503.65,52,2023-10-27
938,Mouse Gamer,Fonte,Redragon,10450.8,347,2023-10-14
939,Core i7,Processador,Corsair,10002.23,34,2023-04-22
940,Monitor 27,Gabinete,Acer,10575.34,6,2023-05-14
941,RTX 4060,Notebook,HP,917.65,191,2024-06-27
942,Notebook Office,Memória,Corsair,4943.77,142,2023-08-14
943,Core i5,,Redragon,3450.57,375,2023-04-01
944,Monitor 24,Monitor,HP,5734.66,164,2022-04-17
945,Core i5,Impressora,HP,2140.15,104,2023-04-29
946,SSD 240GB,Placa Mãe,HP,6405.07,239,2023-09-13
947,Ryzen 5,HD,Acer,6735.1,325,2024-02-13
948,Mouse Gamer,Headset,Intel,6631.81,258,2022-02-10
949,Fonte 650W,Processador,Logitech,6422.41,42,2022-12-26
950,Ryzen 5,Notebooks,Logitech,6965.5,232,2024-08-19
951,RTX 4070,Gabinete,Asus,mil,2,2024-02-26
952,Monitor 27,Placa Mãe,LG,-100,301,2023-02-02
953,Ryzen 7,Fonte,Logitech,14357.31,394,2024-01-25
954,Ryzen 5,mouse,Corsair,9770.58,474,2022-02-27
955,Mouse Gamer,Placa Mãe,Kingston,9687.1,133,27/11/2022
956,Monitor 24,Teclado,Acer,9673.07,469,2022-12-06
957,RTX 4060,Gabinete,Acer,3808.01,154,2022-07-02
958,Webcam HD,Gabinete,Acer,8597.72,408,09-23-2023
959,RTX 4070,Fonte,Lenovo,12249.51,0,2024-06-01
960,Ryzen 7,Placa de Vídeo,Kingston,5632.28,360,2023-03-12
961,RTX 4070,Impressora,Kingston,903.55,93,2022-08-12
962,Monitor 24,Placa Mãe,HP,2508.57,150,2024-09-05
963,Notebook Office,Processador,Redragon,-100,4,2022-01-15
964,Ryzen 5,Placa Mãe,Acer,7810.71,492,2023-11-21
965,Gabinete RGB,Placa Mãe,Dell,13354.48,161,2023-12-31
966,Webcam HD,Impressora,LG,12097.93,1,2022-02-22
967,SSD 240GB,Placa Mãe,Corsair,13037.7,143,2024-08-31
968,Memória 8GB,mouse,AOC,9910.22,1,2022-04-04
969,RTX 4060,Headset,Samsung,11042.48,347,2023-12-15
970,Headset Gamer,Gabinete,Acer,13973.62,476,2023-08-25
971,Headset Gamer,Mouse,Intel,10684.89,445,2022-06-28
972,RX 7600,Placa de Vídeo,Corsair,10102.47,280,2025-01-12
973,Monitor 27,Gabinete,Dell,3190.38,385,2022-11-25
974,SSD 1TB,Impressora,Corsair,4910.98,196,2022-09-10
975,Headset Gamer,Teclado,Kingston,13842.59,324,2022-05-13
976,Fonte 750W,Processador,AOC,5667.61,367,2024-06-13
977,Memória 8GB,Impressora,HP,3368.79,59,2022-08-26
978,Notebook Gamer,Placa Mãe,AMD,1928.71,160,2023-01-24
979,Mouse Gamer,Placa Mãe,Kingston,14698.15,163,2023-03-31
980,HD 2TB,Placa de Vídeo,Corsair,157.64,436,2024-07-22
981,Headset Gamer,mouse,Lenovo,4265.22,382,2024-10-25
982,Teclado Mecânico,Gabinete,Acer,1869.49,434,2022-05-01
983,SSD 240GB,Notebook,AOC,5010.51,423,2023-01-02
984,Mouse Sem Fio,Processador,Acer,10916.38,153,2023-11-23
985,Ryzen 7,SSD,Logitech,7111.86,178,2023-02-04
986,Core i7,Notebook,AOC,8229.19,49,2023-09-15
987,Mouse Gamer,Headset,Logitech,2472.14,70,2023-02-05
988,Mouse Gamer,Memória,Corsair,156.81,371,2022-12-11
989,Monitor 27,Fonte,Asus,1458.8,498,2024-06-07
990,RTX 4060,Gabinete,Kingston,9412.05,206,2022-12-20
991,Monitor 24,Webcam,AOC,5643.07,354,2024-02-22
992,Ryzen 5,Impressora,AMD,-100,188,99/99/9999
993,Core i7,Placa de Vídeo,Corsair,14810.49,245,2024-06-07
994,Headset Gamer,Placa video,Samsung,R$500,166,2024-11-28
995,Impressora Laser,Fonte,Samsung,8093.95,419,2023-01-06
996,Monitor 27,,Corsair,10434.33,2,2022-11-27
997,Memória 16GB,Mouse,Acer,-100,385,2022-01-01
998,Gabinete RGB,Mouse,Kingston,711.57,484,2024-10-01
999,Headset Gamer,Webcam,Dell,7849.54,180,05-01-2023
1000,Core i5,HD,Lenovo,4509.64,426,2022-09-21
