pagamento_id,pedido_id,forma_pagamento,parcelas,bandeira_cartao,valor_pago,status,data_pagamento
5868,5919,Boleto,12,,13810.84,PENDENTE,2022-06-28
5869,2710,PIX,6,,6131.07,PAGO,2023-08-09
5870,7330,PIX,1,,2161.76,ESTORNADO,2023-06-13
5871,4596,PIX ,2,,12249.34,PENDENTE,2022-05-15
5872,8827,Cartão,,Elo,6608.03,PAGO,2023-03-25
5873,9535,PIX ,1,,872.15,PENDENTE,2022-10-28
5874,2224,Dinheiro,2,,10927.17,PAGO,13/05/2023
5875,5989,Dinheiro,10,,13954.77,PAGO,2023-12-28
5876,7644,Boleto,12,,6781.82,PENDENTE,2023-05-04
5877,7355,PIX,8,,6037.65,PAGO,2023-05-30
5878,9586,Boleto,10,,7190.11,PENDENTE,2022-05-22
5879,2825,Cartão,12,Mastercard,8121.56,ESTORNADO,2024-02-18
5880,7480,Cartão,3,American Express,1727.08,ESTORNADO,2024-05-22
5881,8448,PIX,8,,7552.07,PENDENTE,2025-01-29
5882,3143,Cartão,5,Mastercard,10653.7,PAGO,2023-01-21
5883,4517,PIX,1,,9583.12,PAGO,2024-06-10
5884,816,Cartão,6,Mastercard,2407.07,PAGO,2022-10-15
5885,9425,Cartão,,Mastercard,4138.64,ESTORNADO,2022-09-15
5886,11971,PIX,1,,8233.94,PAGO,2022-04-16
5887,615,Cartão,2,Visa,mil,ESTORNADO,2023-11-12
5888,8120,Dinheiro,doze,,7600.28,PENDENTE,2023-09-04
5889,4300,Pixx,8,,6104.44,PENDENTE,2022-10-11
5890,597,Cartão,12,Hipercard,8118.55,ESTORNADO,2022-10-19
5891,9480,PIX,9,,2047.43,Pendente,2023-04-26
5892,2712,Cartão,7,,13341.75,pago,99/99/9999
5893,7302,Boleto,5,,2053.46,ESTORNADO,2024-11-13
5894,11229,Cartao,2,,5359.09,ESTORNADO,2022-12-01
5895,1223,PIX,12,,14534.34,PENDENTE,06/01/2025
5896,4596,Dinheiro,12,,8513.45,PENDENTE,2023-01-25
5897,4465,PIX,2,,11571.03,ESTORNADO,05-28-2023
5898,2738,Boleto,11,,7536.91,PAGO,2023-08-01
5899,5738,Dinheiro,,,1785.9,ESTORNADO,2025-03-01
5900,6440,Boleto,10,,7799.61,PENDENTE,2024-06-13
5901,5230,Boleto,7,,4913.11,PENDENTE,2022-07-28
5902,10731,Cartão,5,,7786.7,PENDENTE,2022-05-30
5903,2116,Cartao,12,,4103.21,ESTORNADO,2023-01-29
5904,2934,Boleto,5,,14519.97,ESTORNADO,2022-08-21
5905,6644,PIX,1,,3234.98,PAGO,2022-06-09
5906,6680,Cartão,1,Hipercard,3662.12,PAGO,2024-04-30
5907,11982,Dinheiro,2,,,PENDENTE,2024-06-05
5908,6665,Dinheiro,7,,11448.53,PENDENTE,2022-08-31
5909,3396,Boleto,11,,4942.46,PENDENTE,2022-06-20
5910,9746,Cartão,10,Visa,1704.83,ESTORNADO,2023-02-26
5911,11187,PIX,12,,3994.83,PENDENTE,2023-02-07
5912,4446,Boleto,10,,7527.56,PENDENTE,2023-04-23
5913,9966,Boleto,1,,2281.46,PAGO,2025-01-23
5914,10221,Boleto,8,,5721.51,PENDENTE,2023-08-02
5915,9057,PIX,7,,6952.15,PENDENTE,12/07/2022
5916,2852,Pixx,2,,0,pago,2025-03-05
5917,1586,Dinheiro,7,,3556.93,ESTORNADO,2025-02-21
5918,5071,Cartao,6,,2084.25,PENDENTE,2024-12-19
5919,900,PIX,8,,5965.66,PAGO,2024-09-15
5920,9542,boleto,5,,5344.4,ESTORNADO,2023-07-02
5921,8039,pix,4,,3523.31,PAGO,2024-08-10
5922,9011,Boleto,8,,1091.18,PAGO,2024-12-03
5923,10449,Boleto,,,,PAGO,2024-05-21
5924,7366,Cartão,10,Mastercard,7120.4,PAGO,31/02/2025
5925,919,PIX,12,,2750.72,ESTORNADO,2022-10-31
5926,10791,Cartão,10,Hipercard,7888.86,PAGO,2024-06-17
5927,4839,Dinheiro,3,,9894.17,PAGO,2023-04-24
5928,5523,Pix,11,Hipercard,8702.3,Pendente,2025-03-12
5929,8867,Cartão,7,American Express,11139.74,PENDENTE,2022-02-14
5930,5479,Dinheiro,10,,979.98,ESTORNADO,2022-01-04
5931,7078,Boleto,11,,2367.87,ESTORNADO,2023-07-10
5932,10469,PIX,11,,14352.12,ESTORNADO,2023-08-09
5933,4879,Boleto,8,,12583.98,PAGO,2025-03-30
5934,4568,Boleto,6,,11616.55,Pago,2023-07-19
5935,3890,Cartão,9,,10888.63,PAGO,2022-08-12
5936,8976,Pixx,doze,,9020.64,PAGO,2023-06-19
5937,3714,Cartão,doze,Visa,1322.19,PAGO,2025-03-27
5938,34,Boleto,4,,14970.4,PENDENTE,2024-11-10
5939,10607,pix,6,,,ESTORNADO,2023-02-10
5940,4353,Cartão,6,Mastercard,0,PENDENTE,2022-12-23
5941,5623,Boleto,5,,8632.23,PAGO,2022-06-07
5942,6372,Dinheiro,8,,4622.37,PENDENTE,2022-12-14
5943,10425,Cartão,6,Visa,2145.02,ESTORNADO,2023-06-11
5944,79,Boleto,1,,0,PENDENTE,2022-05-15
5945,5153,Cartão,10,Elo,,PENDENTE,2022-02-06
5946,4129,Dinheiro,6,,13211.24,ESTORNADO,2023-05-09
5947,2413,Dinheiro,,,2812.08,PAGO,2023-07-18
5948,9891,Cartão,8,American Express,14256.16,ESTORNADO,2022-09-10
5949,8061,Boleto,4,,5765.73,PENDENTE,99/99/9999
5950,6879,Dinheiro,9,,2187.57,ESTORNADO,2024-03-31
5951,4836,PIX,11,,11219.74,PAGO,2022-11-03
5952,8719,Dinheiro,3,,4541.39,PAGO,2022-06-08
5953,11952,Cartão,12,,5217.48,PENDENTE,2022-01-26
5954,11942,Dinheiro,11,,9243.35,PAGO,2023/08/31
5955,5959,Boleto,doze,,12462.42,PAGO,2024-02-05
5956,151,Dinheiro,12,,9255.75,pago,2023-09-13
5957,10616,PIX,,,14961.6,ESTORNADO,2025-01-03
5958,5996,,8,,5781.78,PAGO,2024-05-13
5959,550,Boleto,2,,4814.59,PAGO,2024-07-08
5960,11687,Boleto,12,,1886.36,ESTORNADO,2023-10-28
5961,5651,Dinheiro,1,,7203.52,PENDENTE,2023-10-15
5962,11310,Cartão,6,Mastercard,10620.66,PAGO,2022-08-02
5963,4694,Boleto,12,,-500,PAGO,2023-06-17
5964,6892,Cartão,11,Elo,12872.4,PENDENTE,2023-01-03
5965,5221,Boleto,2,,10731.33,PAGO,2024-06-20
5966,11860,Dinheiro,7,,5567.33,PAGO,2024-05-30
5967,450,Boleto,4,,9261.25,PAGO,2023-12-09
5968,5194,,-5,,14437.09,PENDENTE,2024-10-23
5969,2047,Boleto,12,,5975.95,PENDENTE,31/02/2025
5970,4697,Boleto,5,,,PENDENTE,2022-05-11
5971,9294,Boleto,11,,13063.78,PENDENTE,2022-10-11
5972,9261,Dinheiro,7,,5227.93,ESTORNADO,2023-03-24
5973,8523,Dinheiro,8,,,PENDENTE,2024-09-16
5974,10294,Cartão,6,,6205.32,Pagoo,2022-01-23
5975,3619,PIX,5,,14220.11,PAGO,2022-03-26
5976,8976,Cartão,11,,12538.48,PAGO,31/02/2025
5977,1343,Cartão,2,,1499.78,PAGO,2022-08-15
5978,5446,Cartão,12,,14796.37,PENDENTE,2024-08-14
5979,7481,PIX,4,,10766.97,ESTORNADO,2022-01-11
5980,672,Dinheiro,5,,4182.28,PAGO,2023-12-01
5981,4147,PIX,8,,9304.54,PAGO,2024-04-14
5982,9981,PIX,0,,2192.22,PENDENTE,2022-06-07
5983,5696,Cartão,11,,5914.12,ESTORNADO,2022-12-28
5984,3914,Boleto,,,3243.99,PAGO,2023-09-22
5985,3976,PIX,2,,mil,PAGO,2023-05-05
5986,7220,Dinheiro,4,,0,ESTORNADO,2023-12-23
5987,3043,PIX,1,,13898.64,PAGO,2022-03-02
5988,6592,Cartão,5,American Express,14027.84,ESTORNADO,2024-01-11
5989,2314,PIX,,,3254.77,pago,2023-10-22
5990,9578,PIX,6,,13208.1,PENDENTE,2022-05-05
5991,10825,Dinheiro,8,,6872.09,PAGO,2024-03-20
5992,4054,Cartão,0,,8443.47,Pendente,2023-07-25
5993,7189,Dinheiro,,,,ESTORNADO,2024-06-28
5994,5975,Cartão,doze,Mastercard,11976.44,ESTORNADO,2022-10-13
5995,7500,Cartão,9,American Express,2776.01,ESTORNADO,2023-06-30
5996,4558,Dinheiro,1,,10870.29,ESTORNADO,2023-02-11
5997,6195,Cartão,-5,Visa,13861.24,PAGO,2023-01-19
5998,8361,PIX,7,,1771.6,PAGO,2024-11-13
5999,6938,Dinheiro,6,,6844.52,PAGO,2022-12-24
6000,2478,Boleto,5,,8498.57,PAGO,2022-04-28
6001,8038,Dinheiro,7,,7107.37,ESTORNADO,2022-03-27
6002,3983,Dinheiro,1,,11998.18,ESTORNADO,2025-02-17
6003,648,Dinheiro,2,,5796.95,PAGO,2024-10-14
6004,9963,Boleto,5,,257.63,ESTORNADO,2023-04-30
6005,2435,Cartão,doze,Elo,12736.18,PAGO,31/02/2025
6006,7034,Cartao,2,,13796.68,PENDENTE,2023-12-05
6007,2190,Pix,7,Elo,9594.07,PENDENTE,2024-06-14
6008,5307,PIX,2,,9629.85,ESTORNADO,2023-10-16
6009,10250,Dinheiro,8,,1701.57,PAGO,2023-12-30
6010,7518,Boleto,,,mil,PENDENTE,2023-09-06
6011,4047,Boleto,3,,7721.58,ESTORNADO,2024-08-02
6012,3575,Cartão,10,,R$500,ESTORNADO,2022-10-09
6013,5933,PIX,4,,11010.67,ESTORNADO,2024-03-06
6014,1480,Dinheiro,6,,7270.58,ESTORNADO,2023-03-10
6015,472,Dinheiro,7,,572.26,PENDENTE,2024-10-19
6016,9188,PIX,6,,11868.9,PAGO,2025-01-26
6017,3448,PIX,8,,13585.95,PENDENTE,2022-03-01
6018,8746,Dinheiro,0,,6793.8,ESTORNADO,2024-02-06
6019,4609,Dinheiro,5,,1300.2,PENDENTE,2024-01-18
6020,3728,Boleto,,,6128.06,PAGO,2022-10-16
6021,924,PIX,6,,3132.57,PAGO,2023-08-19
6022,6419,Boleto,11,,1216.0,PAGO,2022-02-26
6023,8194,Boleto,-1,,850.89,PENDENTE,2023-10-25
6024,4770,PIX,1,,,PENDENTE,2024-11-22
6025,9104,Dinheiro,12,,0,PAGO,2022-11-24
6026,8391,Dinheiro,6,,4311.04,ESTORNADO,2022-11-20
6027,7508,Cartão,5,,3222.91,PAGO,2022-11-27
6028,1728,PIX ,,,4455.96,PAGO,2022-04-13
6029,4340,Dinheiro,5,,,PENDENTE,2024-03-05
6030,2688,Dinheiro,9,,1262.9,ESTORNADO,2024-06-09
6031,1389,PIX,5,,10876.76,PAGO,2025-02-20
6032,6112,Dinheiro,2,,10204.02,ESTORNADO,2022-01-23
6033,5616,PIX,11,,12965.37,ESTORNADO,2022-08-31
6034,2422,Boleto,4,,242.92,ESTORNADO,2023-01-20
6035,2849,PIX,8,,1087.16,ESTORNADO,2022-08-25
6036,5785,PIX,7,,10794.28,ESTORNADO,2024-05-07
6037,7629,Cartão,2,Visa,14178.41,PAGO,2023-12-20
6038,3982,Boleto,11,,mil,PAGO,2025-04-01
6039,143,PIX,5,,10332.9,Pendente,31/02/2025
6040,8721,Cartão,4,Elo,1595.45,PENDENTE,2025-01-13
6041,1424,boleto,12,American Express,14893.47,PENDENTE,2024-04-10
6042,2948,Dinheiro,2,,9736.76,PENDENTE,2022-09-17
6043,7727,Boleto,8,,3099.41,ESTORNADO,2025-01-13
6044,5932,Boleto,7,,8462.61,PENDENTE,2024-06-19
6045,2831,Dinheiro,4,,517.38,PAGO,2023-04-12
6046,6205,PIX,8,,357.36,ESTORNADO,2023-10-07
6047,9063,Cartão,-1,Mastercard,0,PENDENTE,2024-04-18
6048,3319,PIX,,,109.37,ESTORNADO,2022-05-26
6049,9717,PIX ,2,Visa,R$500,PENDENTE,2023-01-07
6050,9598,PIX,-1,,1686.42,PAGO,2023-01-21
6051,1695,PIX,1,,9377.57,ESTORNADO,2023-02-20
6052,7990,Cartão,10,Mastercard,3205.8,PAGO,2024-06-01
6053,8470,Dinheiro,5,,7316.72,PAGO,2024-03-24
6054,398,PIX,,,9219.39,PENDENTE,2022-10-22
6055,3425,PIX,12,,2224.54,PAGO,2024-01-27
6056,4947,Boleto,4,,-500,PAGO,2025-02-26
6057,484,Dinheiro,doze,,9512.87,ESTORNADO,2022-08-10
6058,2957,Dinheiro,2,,12911.51,PENDENTE,2025-01-10
6059,3363,Cartão,,,14852.32,ESTORNADO,2023-01-29
6060,3988,Cartão,,,14442.51,PAGO,2022-09-02
6061,8639,Dinheiro,1,,3595.88,PAGO,2022-03-10
6062,5593,Cartão,3,Elo,7102.0,PAGO,2024-05-11
6063,10045,Boleto,,,R$500,PAGO,2023-03-13
6064,8829,Cartão,11,Mastercard,,PENDENTE,2024-08-17
6065,5640,PIX,10,,9714.14,PENDENTE,2023-10-25
6066,7706,Cartão,2,American Express,0,PENDENTE,2024-04-08
6067,3699,Boleto,4,,12810.22,PAGO,2024-12-29
6068,5752,PIX,11,,8002.79,Pagoo,31/02/2025
6069,2386,Dinheiro,-5,,5595.9,PENDENTE,30/01/2023
6070,3862,pix,2,,11016.48,PAGO,2023-04-01
6071,8954,Boleto,5,,10191.22,PENDENTE,2024-11-09
6072,8939,Boleto,12,,12800.04,PAGO,2024-12-07
6073,723,Cartão,10,Hipercard,2987.17,ESTORNADO,2023-04-09
6074,11315,PIX,4,,mil,PENDENTE,2022-12-19
6075,669,Dinheiro,9,,13348.02,Pendente,2024-05-06
6076,860,PIX,4,,14516.32,ESTORNADO,2023-10-08
6077,3174,Boleto,12,,14935.36,ESTORNADO,2023-03-18
6078,1522,Boleto,8,,11817.94,PENDENTE,2023-11-25
6079,8055,Cartão,5,American Express,11381.82,PENDENTE,2024-01-27
6080,7065,PIX,5,,14645.2,Pagoo,2024-05-24
6081,8760,Dinheiro,5,,R$500,PAGO,2023-08-13
6082,6257,PIX,6,,4324.76,ESTORNADO,2024-09-09
6083,6138,Cartão,12,,8922.12,PAGO,2024-09-22
6084,261,Dinheiro,10,,0,PENDENTE,2023-07-10
6085,958,Cartão,11,Elo,5409.14,PAGO,31/02/2025
6086,3079,Dinheiro,7,,13501.1,PENDENTE,2024-07-23
6087,3164,Cartão,1,Mastercard,9110.98,PAGO,2024-04-03
6088,2430,Cartão,3,American Express,3232.34,PAGO,2025-03-11
6089,7724,Dinheiro,5,,,PENDENTE,2023-05-08
6090,982,Cartão,5,Visa,12883.26,PENDENTE,2022-07-23
6091,10364,Cartão,3,Visa,6744.04,ESTORNADO,2024-03-08
6092,6427,PIX,1,,12184.87,PENDENTE,99/99/9999
6093,8434,Cartão,doze,,6316.43,PENDENTE,2023-12-20
6094,1070,PIX ,,,14506.41,PENDENTE,2023-10-25
6095,9393,PIX,5,,651.23,PENDENTE,2023-03-24
6096,518,PIX,,,4717.99,PENDENTE,2023-02-15
6097,7813,Dinheiro,10,,6150.02,PENDENTE,2022-11-14
6098,4078,Dinheiro,4,,8800.08,PENDENTE,2024-10-26
6099,4021,Boleto,5,,12395.92,ESTORNADO,2023-10-20
6100,9812,Cartão,12,Elo,12455.79,ESTORNADO,2022-10-19
6101,9078,Cartão,5,,1474.75,ESTORNADO,2024-11-14
6102,9400,PIX,,,8555.72,PAGO,2024-09-03
6103,8596,Boleto,11,,7754.01,ESTORNADO,2024-02-24
6104,1650,Cartão,4,Visa,12046.11,ESTORNADO,2024-01-02
6105,10119,Dinheiro,9,,2899.35,PENDENTE,2024-01-12
6106,8406,Boleto,7,,8104.49,PENDENTE,2022-12-13
6107,7747,Dinheiro,-1,,2700.56,pago,2023-04-06
6108,9964,pix,7,,7916.32,ESTORNADO,2024-02-14
6109,3427,PIX,12,,12429.06,ESTORNADO,2024-02-21
6110,6252,Boleto,4,,9729.27,PAGO,2023-12-30
6111,2771,Boleto,,,-500,ESTORNADO,2024-07-09
6112,7755,Cartão,10,Mastercard,,Pago,2023-01-03
6113,5390,Boleto,10,,846.54,PENDENTE,2022-04-10
6114,6733,Dinheiro,10,,8224.52,PAGO,2023-09-21
6115,3154,Cartão,9,Mastercard,11181.5,ESTORNADO,2025-01-01
6116,4105,PIX,1,,10658.96,PAGO,2022-01-05
6117,4125,Boleto,5,,4354.12,pago,2023-06-27
6118,8695,PIX,-1,,4755.74,PAGO,2024-07-30
6119,9306,Boleto,4,,8472.22,PAGO,2023-11-10
6120,2382,PIX,9,,7381.45,PENDENTE,2024-10-11
6121,3865,PIX,11,,R$500,ESTORNADO,2022-07-20
6122,1042,Boleto,1,,10153.14,PAGO,2023-09-01
6123,7130,Pix,4,,mil,ESTORNADO,2024-08-31
6124,7645,PIX,,,2006.39,PAGO,2024-09-24
6125,8433,Boleto,6,,2903.9,PENDENTE,2024-12-15
6126,3284,Boleto,9,,3785.51,PAGO,2022-02-10
6127,9751,PIX,10,,14031.98,ESTORNADO,31/02/2025
6128,3277,boleto,10,Mastercard,9159.1,ESTORNADO,2023/12/08
6129,5523,Cartão,1,,,PENDENTE,2024-06-21
6130,7104,Boleto,6,,5547.51,PENDENTE,2023-11-17
6131,5681,Cartão,9,Mastercard,,ESTORNADO,2022-04-16
6132,3758,Cartão,11,Visa,6074.07,ESTORNADO,2022-05-08
6133,11137,PIX,11,,5374.69,PENDENTE,10/01/2024
6134,1890,Dinheiro,7,,13980.21,pago,2022-01-04
6135,209,,3,,5139.36,ESTORNADO,2023-01-21
6136,1811,Cartão,5,American Express,9323.78,ESTORNADO,2022-11-16
6137,8018,Cartão,3,Mastercard,13201.03,ESTORNADO,2024-07-23
6138,9343,Boleto,4,,2021.45,ESTORNADO,2024-04-12
6139,9279,Dinheiro,6,,3838.63,ESTORNADO,02-15-2023
6140,1414,PIX,11,,10361.56,PAGO,2022-12-01
6141,7035,Dinheiro,11,,14897.65,PAGO,2025-01-28
6142,6220,Boleto,11,,11459.35,ESTORNADO,2023-07-02
6143,4912,Boleto,10,,12820.73,ESTORNADO,2022-09-15
6144,7324,Dinheiro,3,,12465.8,PAGO,2024-03-19
6145,6490,PIX,3,,8318.92,PAGO,2023-10-18
6146,7475,Cartão,2,American Express,2156.5,PENDENTE,2022-02-25
6147,2715,PIX,6,,14901.6,PENDENTE,2023-07-01
6148,1392,PIX,10,,11922.09,PENDENTE,08-18-2022
6149,7681,PIX,4,,-500,PENDENTE,2022-01-07
6150,3389,Dinheiro,1,,12051.51,ESTORNADO,2022-10-10
6151,9490,Cartão,8,Mastercard,,PAGO,2024-11-20
6152,9898,Dinheiro,8,,5422.12,PENDENTE,2023-06-04
6153,2318,Boleto,1,,1011.98,ESTORNADO,2024-11-22
6154,1856,Boleto,6,,5553.46,PAGO,2024-09-24
6155,8548,Dinheiro,9,,3860.45,PENDENTE,2024-03-19
6156,2986,Cartão,doze,Visa,-500,Pago,2022-10-21
6157,6879,Boleto,4,,,PAGO,2022-01-04
6158,8830,Dinheiro,11,,10112.32,PENDENTE,2022-02-13
6159,25,Cartão,6,Elo,3737.38,PAGO,2024-04-08
6160,148,Dinheiro,5,,2145.76,ESTORNADO,2023-03-21
6161,9328,PIX,0,,,PENDENTE,2023-07-10
6162,552,Boleto,9,,6536.89,ESTORNADO,2024-04-20
6163,6403,PIX,5,,12464.53,ESTORNADO,2022-07-22
6164,5778,PIX,-5,,5987.52,PAGO,2022-12-07
6165,4203,Dinheiro,9,,2929.39,PAGO,2022-04-05
6166,7533,Cartão,7,,0,ESTORNADO,2023-12-31
6167,8757,PIX,7,,5544.31,PENDENTE,99/99/9999
6168,2875,Cartão,12,Hipercard,6993.07,PAGO,2022-11-21
6169,1577,Cartão,7,Mastercard,5179.05,ESTORNADO,2023-06-03
6170,11699,Dinheiro,12,,11910.99,PENDENTE,2022-05-09
6171,8675,Cartão,5,,3098.52,PENDENTE,2024-09-26
6172,2542,PIX,1,,,PAGO,2024-06-26
6173,4369,Boleto,-1,,4372.25,PAGO,2022-06-23
6174,6138,PIX,11,,2822.48,PAGO,2023-02-02
6175,2791,pix,10,,859.66,PAGO,2025-01-30
6176,11826,Boleto,11,,2624.67,PAGO,2022-02-12
6177,4769,Pixx,12,Hipercard,3410.89,ESTORNADO,2022-07-23
6178,4900,PIX,10,,2479.85,Pago,2024-01-25
6179,4871,Dinheiro,9,,9580.74,ESTORNADO,2023-10-04
6180,53,Cartão,5,,13436.59,PAGO,2024-02-14
6181,3017,Dinheiro,5,,,PENDENTE,2023-11-25
6182,33,Dinheiro,5,,6799.34,PENDENTE,2024-05-14
6183,1104,,4,,3964.13,ESTORNADO,2024-07-26
6184,4526,PIX,10,,10078.06,PENDENTE,06/01/2023
6185,9660,PIX,2,,7421.76,PENDENTE,2024-11-16
6186,4953,Cartão,2,,10112.78,PENDENTE,2022-11-21
6187,3435,Dinheiro,10,,9792.28,PAGO,2025-04-06
6188,5250,Boleto,,,1347.59,ESTORNADO,2023-08-12
6189,733,Boleto,3,,0,PAGO,2024-09-07
6190,11430,Boleto,-5,,6911.2,PAGO,2024-07-02
6191,9463,Cartão,3,Mastercard,334.57,PAGO,2024-11-22
6192,7150,PIX,7,,8941.08,ESTORNADO,2025-01-10
6193,2852,Dinheiro,4,,1843.32,PENDENTE,2024-06-01
6194,7874,PIX,11,,R$500,PAGO,2022-12-16
6195,2678,Dinheiro,7,,,PENDENTE,2022-05-26
6196,5218,Cartão,5,Mastercard,7132.97,,2024-08-05
6197,8862,pix,1,,14330.27,PAGO,2024-12-14
6198,6454,Dinheiro,1,,5712.1,PAGO,2024-08-13
6199,6547,PIX,9,,4769.56,Pendente,2025-01-23
6200,1355,Boleto,4,,,ESTORNADO,2024-08-11
6201,9512,Boleto,12,,10148.59,ESTORNADO,2023-11-21
6202,11138,Dinheiro,12,,7554.61,PAGO,2022-11-13
6203,642,Dinheiro,4,,11811.94,ESTORNADO,2022-07-16
6204,1166,Boleto,11,,9571.28,ESTORNADO,2024-10-11
6205,299,Cartão,2,Visa,5358.98,ESTORNADO,2023-12-19
6206,2630,,12,,mil,ESTORNADO,2023-05-15
6207,4699,Cartão,6,,11764.42,PAGO,2023-07-29
6208,2223,PIX,3,,2913.23,ESTORNADO,2023-05-27
6209,2442,PIX,1,,,ESTORNADO,2025-03-11
6210,4457,Cartão,8,Visa,11418.07,ESTORNADO,2022-11-17
6211,6332,Cartão,4,Hipercard,787.74,PAGO,2023-08-09
6212,9930,Boleto,,,R$500,PAGO,2023-03-28
6213,76,PIX,10,,8006.61,ESTORNADO,2022-09-10
6214,6542,Cartão,10,,7578.42,ESTORNADO,2024-04-27
6215,8699,Dinheiro,9,,10194.92,ESTORNADO,2024-04-29
6216,4609,PIX,3,,10488.17,ESTORNADO,2022-06-05
6217,4697,Dinheiro,10,,7777.43,PAGO,2022-04-26
6218,214,Pix,7,,9486.72,PENDENTE,2023-04-24
6219,4900,Cartão,10,American Express,1762.7,ESTORNADO,2023-01-09
6220,2598,PIX,0,,9484.73,PAGO,2022-07-17
6221,6768,Boleto,7,,,PAGO,2022-04-12
6222,9636,Cartão,10,Mastercard,0,PAGO,28/03/2022
6223,10212,PIX,4,,R$500,PENDENTE,27/01/2022
6224,8309,PIX ,2,,R$500,PAGO,2023-01-03
6225,3820,Dinheiro,,,4632.03,PAGO,2023-10-30
6226,6337,Dinheiro,5,,8932.88,PENDENTE,2025-03-08
6227,6101,Cartão,9,,0,ESTORNADO,2022-07-26
6228,2292,PIX,3,,-500,PENDENTE,2022-08-01
6229,4404,Cartão,10,American Express,11833.42,PENDENTE,2023-04-06
6230,3294,Boleto,11,,2319.86,PENDENTE,2023-09-30
6231,6864,Cartão,4,,2772.17,ESTORNADO,2022-10-08
6232,4574,PIX,10,,14186.9,ESTORNADO,2025-01-12
6233,2038,Dinheiro,3,,3121.86,ESTORNADO,2022-01-22
6234,7612,Cartão,doze,Mastercard,11396.78,PENDENTE,2022-12-30
6235,3655,Cartão,,Mastercard,5024.01,PAGO,99/99/9999
6236,9770,PIX,1,,6117.83,PAGO,2024-05-17
6237,9999,Cartão,8,Elo,3417.84,PENDENTE,2022-07-13
6238,9660,Boleto,0,,6988.29,ESTORNADO,2024-03-31
6239,2399,Cartão,9,Hipercard,1461.8,Pagoo,2024-09-18
6240,7321,Boleto,9,,5354.59,PAGO,2022-06-29
6241,8576,Cartão,2,Visa,1264.01,PAGO,2022-10-28
6242,2587,Boleto,9,,4354.77,PENDENTE,2025-01-13
6243,2435,Cartão,11,Visa,7406.33,PENDENTE,2025-02-19
6244,9468,Boleto,2,,1133.08,ESTORNADO,2025-03-03
6245,9821,Boleto,12,,1164.37,ESTORNADO,2022-12-12
6246,7138,PIX ,5,Mastercard,5301.56,ESTORNADO,2023-09-11
6247,4460,Boleto,,,3427.71,PENDENTE,2023-04-30
6248,3244,Dinheiro,2,,9875.62,PAGO ,2023-11-25
6249,3886,PIX,doze,,13419.57,PENDENTE,2023-03-22
6250,10934,PIX,3,,6318.48,PAGO,2025-03-10
6251,1141,Cartão,1,American Express,1586.07,PENDENTE,2023-10-22
6252,2792,Boleto,5,,5630.24,ESTORNADO,2025/03/23
6253,4211,PIX,4,,13240.74,PAGO,2022-01-05
6254,7958,Cartão,2,Visa,4663.63,ESTORNADO,2024-03-02
6255,2362,Pix,7,,314.09,ESTORNADO,2022-11-24
6256,4356,Boleto,10,,7063.65,PENDENTE,2025-03-07
6257,574,PIX,5,,-500,PENDENTE,10/04/2022
6258,9871,Cartão,,American Express,11110.79,ESTORNADO,2024-01-04
6259,8904,Boleto,7,,9209.75,ESTORNADO,2022-08-03
6260,8641,Cartão,9,American Express,229.53,Pagoo,2024-06-14
6261,5485,Cartão,9,Hipercard,4155.98,pago,2022-03-08
6262,7472,Dinheiro,12,,9172.77,PAGO,20/02/2025
6263,4276,Cartão,2,Mastercard,14868.07,ESTORNADO,2023-12-19
6264,7036,Cartão,5,Hipercard,4164.98,ESTORNADO,2022-04-04
6265,1945,PIX,12,,13942.16,PENDENTE,2024-01-01
6266,5200,Dinheiro,2,,6776.93,ESTORNADO,07-04-2023
6267,5276,,3,,11483.78,ESTORNADO,2023-05-14
6268,158,PIX,9,,2287.32,PAGO,2024-05-25
6269,3488,Boleto,8,,6935.11,PAGO,2024-05-19
6270,6599,Boleto,8,,10960.06,PAGO,2023-01-28
6271,5446,Cartão,9,,8964.37,ESTORNADO,2022-03-26
6272,3329,Cartão,8,Hipercard,920.12,ESTORNADO,2024-09-09
6273,2452,PIX,12,,0,PAGO,2022-12-18
6274,2754,Cartão,12,Elo,12045.64,PENDENTE,2023-04-08
6275,8357,Boleto,8,,11585.1,PAGO,2023-03-27
6276,3738,PIX,5,,10797.89,ESTORNADO,2022-10-29
6277,3054,Boleto,7,,2574.99,PENDENTE,2024-06-23
6278,9078,PIX,,,mil,ESTORNADO,2024-04-14
6279,2173,Boleto,12,,4307.74,ESTORNADO,2024-08-08
6280,1108,Boleto,5,,14457.49,PENDENTE,2022-09-07
6281,7130,PIX,6,,9939.67,PENDENTE,2022-04-08
6282,7193,PIX,1,,11991.69,ESTORNADO,2023-01-06
6283,6509,Cartão,10,Mastercard,5489.97,ESTORNADO,2024-10-22
6284,3016,Boleto,11,,10272.99,PENDENTE,2022-11-26
6285,7797,PIX,4,,2836.96,ESTORNADO,2023-03-04
6286,9869,PIX,12,,,PAGO,99/99/9999
6287,7171,PIX,3,,4795.09,PENDENTE,2024-09-15
6288,670,PIX ,7,,14488.88,PAGO,2023-02-20
6289,7453,Cartão,10,American Express,14660.65,ESTORNADO,2022-05-16
6290,10668,Boleto,9,,13759.36,PENDENTE,2023-03-31
6291,1193,PIX,1,,13138.14,PENDENTE,2022-08-22
6292,9306,Cartão,9,American Express,5874.8,PAGO,2022-12-02
