pedido_id,cliente_id,produto_id,quantidade,preco_unitario,desconto,frete,valor_total,status,data_pedido
6163,639,504,6,4311.04,0.15,145.88,22132.18,PENDENTE,2024-05-06
6164,152,274,4,7170.83,0.2,14.33,22960.99,PENDENTE,2025/04/09
6165,1170,257,5,12333.3,0.01,113.13,61162.96,Cancelado,2022-04-13
6166,645,272,7,12422.05,0.21,79.68,68773.62,CANCELADO,2024-03-05
6167,1037,882,7,7938.21,0.02,23.83,54479.95,ENVIADO,2023-02-15
6168,752,857,2,1273.82,0.22,11.4,1998.56,PENDENTE,2025-02-20
6169,382,950,8,1219.5,0.14,93.67,8483.83,PAGO,12-22-2024
6170,351,847,1,9447.15,0.04,103.31,9172.57,PAGO,2023-05-26
6171,159,854,3,3849.53,0.0,144.62,11693.21,PAGO,2023-01-20
6172,179,744,1,13295.12,0.26,19.97,9858.36,PAGO,2023-12-25
6173,850,447,2,8689.35,0.18,31.71,14282.24,CANCELADO,2022-05-17
6174,242,82,5,1482.64,0.02,97.51,7362.45,PENDENTE,2023-05-30
6175,700,693,6,11928.33,0.09,41.96,65170.64,ENVIADO,2022/01/18
6176,705,10,dez,14625.34,0.06,,123756.39,PENDENTE,2023-02-06
6177,907,299,6,6699.48,0.04,25.73,38614.73,PAGO,2023-04-07
6178,172,436,10,6799.08,0.02,126.32,66757.3,PENDENTE,2024-09-24
6179,665,336,8,12674.09,0.03,101.32,98452.26,PENDENTE,2024-08-23
6180,211,71,10,7926.85,0.09,65.97,72200.31,CANCELADO,2023-11-20
6181,343,778,5,5578.6,0.22,,21874.3,PENDENTE,2024-10-01
6182,35,473,-1,2218.18,0.01,12.7,6600.69,ENVIADO,2022-03-27
6183,852,702,9,11921.92,0.1,92.4,0,PAGO,2024-02-12
6184,247,787,10,12472.17,0.16,16.6,104782.83,PENDENTE,2022-07-09
6185,740,601,3,3419.35,,119.7,9044.2,PENDENTE,2022-09-07
6186,1487,263,1,7195.87,0.01,54.69,7178.6,PAGO,2023-06-28
6187,214,924,3,10337.11,0.26,,22961.93,PENDENTE,2022-07-31
6188,640,211,9,12561.54,0.16,137.74,95102.98,ENVIADO,2022-11-07
6189,701,73,3,13729.08,0.06,69.19,38785.2,ENVIADO,2023-08-06
6190,75,652,5,9702.75,0.08,71.25,44703.9,PAGO,2022-07-07
6191,873,314,,3960.69,0.24,118.08,12158.58,PENDENTE,2022-08-09
6192,939,157,9,11476.13,0.17,54.05,85780.74,PENDENTE,2023-09-11
6193,799,66,3,1813.18,0.25,138.29,4217.94,PAGO,2024-03-20
6194,558,679,3,8234.17,0.25,12.35,18539.23,PENDENTE,2024-02-29
6195,882,710,5,2476.84,0.02,50.44,12186.96,PENDENTE,2023-02-20
6196,88,610,4,3035.69,0.24,34.45,,PENDENTE,2025-02-05
6197,996,1256,1,9912.85,,54.49,7290.87,ENVIADO,2022-03-21
6198,148,117,5,4629.64,0.22,54.65,18110.25,PENDENTE,2024-08-26
6199,311,253,9,9983.67,0.02,51.01,88106.98,ENVIADO,2024-07-27
6200,1183,569,1,12610.91,0.01,103.03,12587.83,PENDENTE,2022-09-29
6201,887,1394,0,3887.54,0.13,85.14,30524.58,CANCELADO,2023-06-15
6202,601,1292,6,13544.27,0.18,60.12,66697.93,ENVIADO,2024-11-29
6203,621,274,1,11620.83,0.21,106.91,9287.37,PAGO,2023-10-23
6204,208,269,4,2323.32,0.1,129.0,8492.95,CANCELADO,2022-04-14
6205,171,831,10,9312.25,0.19,134.63,75563.86,PENDENTE,2024-02-02
6206,453,306,3,7759.77,0.01,137.22,23183.74,PAGO,2023-04-28
6207,1251,871,3,8015.21,0.15,15.34,20454.13,PENDENTE,2023-12-02
6208,783,594,5,13491.49,0.2,46.35,54012.31,PENDENTE,2024-11-09
6209,785,559,6,11073.35,0.01,136.91,65912.61,ENVIADO,2024-07-07
6210,536,243,8,12218.83,0.01,96.58,96869.71,PAGO,2022-12-24
6211,1472,232,-5,2098.77,0.05,39.29,19977.6,ENVIADO,2022-03-25
6212,871,579,1,14287.59,0.18,,11731.54,PAGO,2022-09-12
6213,665,1496,10,13242.98,0.29,68.57,94093.73,CANCELADO,2023-02-26
6214,462,103,2,3132.69,0.2,37.12,5049.42,PAGO,2024-05-15
6215,159,445,9,7563.17,0.26,144.48,50515.19,PENDENTE,2023-09-03
6216,124,114,3,3727.34,0.03,42.03,10888.59,PENDENTE,2024-07-23
6217,914,195,2,10834.14,0.02,85.9,21320.81,CANCELADO,2022-05-21
6218,451,379,9,2107.01,0.03,56.57,0,PAGO,2023-05-31
6219,273,204,7,8748.76,0.27,128.74,44834.9,CANCELADO,2022-06-25
6220,47,321,4,9855.99,0.13,143.97,34442.82,PAGO,2023-09-16
6221,625,436,9,5223.55,0.04,66.37,45197.84,CANCELADO,2023-04-16
6222,198,499,5,641.77,,106.33,3154.74,PENDENTE,2024-01-07
6223,146,273,5,4815.21,0.12,84.63,21271.55,ENVIADO,2024-03-15
6224,466,197,8,7695.01,0.27,67.39,45006.25,PENDENTE,01-15-2023
6225,238,791,3,14189.59,0.22,78.4,33282.04,PENDENTE,2025-03-19
6226,907,7,-5,5072.67,0.22,84.08,31737.54,ENVIADO,2024-04-26
6227,639,39,2,6258.2,0.05,20.66,11911.24,CANCELADO,2022-04-06
6228,1294,638,7,7990.34,0.26,100.0,41489.96,PAGO,2022-04-03
6229,414,95,dez,6567.48,0.11,,41032.1,CANCELADO,2023-12-27
6230,447,8,8,2699.61,0.27,102.39,15868.11,ENVIADO,2024-05-10
6231,905,890,2,12673.63,0.11,122.95,22682.01,PAGO,2024-07-03
6232,292,367,3,2532.86,0.02,47.6,7494.21,PAGO,2023/08/04
6233,748,298,5,1599.69,0.17,119.76,0,Cancelado,2024-03-11
6234,434,707,9,10202.13,0.25,35.29,68899.67,ENVIADO,2023-02-15
6235,489,830,7,8783.54,0.19,79.64,49882.31,CANCELADO,2022-11-14
6236,255,608,7,3497.71,0.04,131.45,23636.06,CANCELADO,2022-09-29
6237,515,204,8,14593.4,0.07,56.34,108631.24,PENDENTE,2023-10-05
6238,337,316,3,4880.27,0.24,58.38,11185.4,PENDENTE,2023-02-14
6239,572,915,8,6029.08,0.19,77.07,39145.51,PENDENTE,2024-03-10
6240,340,973,6,9967.47,0.06,,56328.32,PAGO,2024-05-20
6241,516,799,6,4355.22,0.08,90.01,24130.82,CANCELADO,2022-11-12
6242,633,869,6,13618.05,0.09,67.83,74422.38,PAGO,11-13-2023
6243,229,322,1,4697.57,0.1,117.07,4344.88,CANCELADO,06/09/2022
6244,748,209,6,12122.52,0.26,37.39,53861.38,CANCELADO,2023-05-08
6245,834,759,10,10355.48,0.07,58.58,96364.54,ENVIADO,2024-12-29
6246,1125,939,-1,8328.76,0.27,43.47,42603.43,ENVIADO,2024-05-30
6247,931,687,9,3780.62,0.01,133.08,33818.4,ENVIADO,2025-04-04
6248,215,793,2,10394.04,0.29,129.01,14888.55,CANCELADO,2022-07-29
6249,310,765,,10883.53,0.27,124.1,55738.94,CANCELADO,2024-07-01
6250,742,463,6,1357.49,0.05,53.77,7791.46,Pago,2024-04-15
6251,546,886,1,4578.53,0.13,73.39,4056.71,CANCELADO,99/99/9999
6252,57,99,1,3008.82,0.09,17.26,mil,ENVIADO,2022-10-13
6253,655,648,6,9815.41,0.22,41.36,45977.48,PAGO,2022-09-25
6254,664,536,2,1660.24,0.22,35.67,2625.64,CANCELADO,2024-07-21
6255,299,302,-1,5043.49,0.13,43.25,21982.43,ENVIADO,2024-05-11
6256,243,3,2,12129.11,0.09,50.51,22125.49,ENVIADO,2024-03-23
6257,1162,272,5,14151.26,0.21,84.3,55981.78,PAGO,2022-05-04
6258,801,471,2,6473.88,0.29,111.92,9304.83,ENVIADO,2024-08-25
6259,560,670,5,6742.16,0.29,148.29,24082.96,ENVIADO,2023-10-11
6260,728,155,3,4418.09,0.17,31.51,11032.55,PAGO,2022-08-24
6261,383,128,0,2866.57,0.27,23.73,8394.11,ENVIADO,2023-06-08
6262,813,481,5,14341.78,0.24,76.27,-500,PENDENTE,2022-06-05
6263,645,860,8,12030.06,0.14,25.87,82792.68,PAGO,2024-02-20
6264,884,810,1,11278.52,0.24,33.99,8605.67,CANCELADO,2024-03-25
6265,814,232,5,12366.37,0.05,29.97,58770.23,PENDENTE,2023-02-03
6266,1051,274,-1,14577.81,0.29,121.22,93273.43,PAGO,2023-09-27
6267,971,214,3,14928.77,0.21,18.56,35399.74,PAGO,2023-04-28
6268,798,767,-5,10789.5,0.11,58.92,48072.19,PENDENTE,04-16-2022
6269,858,824,10,71.81,,71.72,646.2,ENVIADO,2023-01-15
6270,841,13,4,6009.73,0.18,92.84,0,PENDENTE,2022-02-14
6271,880,53,3,1087.56,0.05,66.58,3166.13,PENDENTE,2022-05-08
6272,553,96,6,14112.95,,75.57,75438.72,CANCELADO,2022-02-11
6273,1444,703,8,6400.31,0.22,33.83,0,PAGO,2022-01-27
6274,521,826,6,13125.3,0.1,118.42,70995.04,PENDENTE,2023-08-15
6275,784,284,2,3586.56,0.19,88.86,5899.09,PENDENTE,2022-07-07
6276,502,139,3,13201.03,0.22,52.54,30942.95,ENVIADO,2023-10-04
6277,333,226,3,4067.76,0.22,63.82,9582.38,ENVIADO,2025-03-05
6278,346,262,1,9457.06,0.06,70.23,8959.87,PENDENTE,2022-02-04
6279,89,84,4,512.72,,148.51,1604.63,PENDENTE,2022-10-10
6280,795,878,7,6222.38,0.3,20.71,30510.37,PAGO,2024-02-17
6281,782,777,1,5906.87,0.23,86.53,4634.82,CANCELADO,2024-01-12
6282,496,611,6,7756.35,0.05,127.56,44338.76,ENVIADO,2024-08-29
6283,963,1,9,10113.91,0.14,92.79,78374.45,ENVIADO,2022-06-26
6284,810,108,7,4154.02,0.07,131.86,27174.53,ENVIADO,2025-03-22
6285,76,147,10,4945.43,0.03,69.54,48040.21,PAGO,2024-01-14
6286,104,347,3,5592.45,0.26,132.86,12548.1,CANCELADO,2024-06-07
6287,90,609,9,12601.84,0.16,136.32,95406.23,PAGO,31/02/2025
6288,872,33,4,1839.1,0.27,115.67,-500,PAGO,2022-01-07
6289,212,641,8,748.38,0.29,114.69,4365.49,PENDENTE,2022-10-10
6290,594,1028,9,3761.25,0.15,68.84,,ENVIADO,2023-01-10
6291,450,619,7,7436.52,0.28,63.39,37543.45,CANCELADO,2023-06-04
6292,145,782,,478.07,0.16,19.32,2027.21,ENVIADO,2022-08-20
6293,956,380,6,11952.33,0.09,20.59,65280.31,ENVIADO,2024-11-06
6294,830,902,8,4944.47,0.28,120.31,28600.46,PENDENTE,2022-10-01
6295,483,397,2,11592.53,0.21,10.97,18327.17,PENDENTE,2025-04-12
6296,317,217,2,2317.87,0.15,,4026.51,,2022-01-04
6297,552,457,9,5720.76,0.18,32.16,42251.37,PAGO,2022-07-23
6298,244,379,4,13387.8,0.08,46.12,49313.22,CANCELADO,2024-09-20
6299,740,631,,9350.83,0.09,108.43,8617.69,PENDENTE,2023-03-21
6300,726,834,0,1048.65,0.17,74.93,,CANCELADO,99/99/9999
6301,446,812,10,1609.6,0.29,55.05,11483.21,ENVIADO,2022-03-13
6302,872,546,7,8678.31,0.03,95.77,59021.49,PAGO,2024-03-26
6303,415,851,6,7350.19,0.28,116.74,31869.56,PENDENTE,31/02/2025
6304,958,601,4,9057.58,0.26,38.32,mil,ENVIADO,2022-05-24
6305,687,860,6,5805.32,0.11,70.69,31071.1,PAGO,2022-10-27
6306,134,1467,5,711.0,0.25,29.19,2695.44,ENVIADO,2024-03-12
6307,108,889,10,14824.04,0.25,61.13,111241.43,ENVIADO,2023-12-07
6308,867,164,5,3147.28,0.3,51.68,11067.16,ENVIADO,2023-12-06
6309,390,79,6,12440.33,0.08,42.24,68712.86,PENDENTE,2023-08-26
6310,1200,816,8,5344.45,0.28,87.71,30871.74,PAGO,2024-09-28
6311,721,130,2,852.95,0.13,108.7,1592.83,PENDENTE,11-21-2023
6312,1096,953,9,9686.54,0.03,78.7,84642.19,CANCELADO,2022-10-27
6313,374,751,10,10995.71,0.06,33.92,103393.59,PAGO,2022-09-30
6314,936,463,9,14856.03,0.29,146.77,95076.8,CANCELADO,2024-07-17
6315,435,202,10,8517.29,0.01,144.56,84465.73,PENDENTE,2024-07-11
6316,138,761,1,5886.36,0.03,37.28,5747.05,CANCELADO,25/11/2023
6317,922,297,6,3564.02,0.03,89.45,20832.05,PAGO,2023-03-14
6318,411,73,5,5508.06,0.02,34.04,27023.53,CANCELADO,2025-01-12
6319,48,622,6,2595.48,0.06,118.95,14757.46,PAGO,2022-11-15
6320,591,1271,4,10216.43,0.2,57.41,32749.99,PENDENTE,2024-12-11
6321,215,701,9,13168.57,0.06,143.37,111549.47,PENDENTE,99/99/9999
6322,582,492,5,4441.06,0.08,126.53,20555.41,PENDENTE,17/01/2025
6323,501,1059,10,6343.32,0.11,35.3,56490.85,CANCELADO,2024-03-18
6324,389,757,6,7839.61,0.15,119.49,40101.5,CANCELADO,2022-03-01
6325,610,1367,3,5959.06,0.19,129.38,14609.9,CANCELADO,2022-05-09
6326,121,148,10,12577.35,0.1,49.55,113245.7,PENDENTE,2023-06-07
6327,492,46,3,4321.39,0.02,,12763.99,ENVIADO,2023-06-23
6328,180,838,8,13232.08,0.02,129.23,-500,ENVIADO,2022-04-17
6329,1068,985,10,10575.85,0.06,12.94,99425.93,PENDENTE,99/99/9999
6330,286,472,7,11237.83,0.3,63.38,55128.75,PENDENTE,2025-01-10
6331,179,451,4,1843.32,,37.14,6525.63,ENVIADO,2023-03-18
6332,43,683,-5,7467.53,0.01,98.51,22277.07,PENDENTE,2024-03-07
6333,439,417,,6246.47,0.17,130.89,31238.31,PAGO,2024-07-22
6334,216,847,5,7132.97,0.16,61.02,,ENVIADO,2022-08-06
6335,235,25,4,10634.95,0.03,24.8,41288.41,CANCELADO,2024-03-17
6336,390,754,3,1282.44,0.08,64.94,3604.47,ENVIADO,2022-08-05
6337,491,1391,5,3643.19,0.27,67.31,13364.95,CANCELADO,2023-05-07
6338,670,183,,3678.31,0.21,38.1,14567.42,CANCELADO,2022-07-02
6339,862,811,10,9071.21,0.12,107.27,79933.92,PAGO,2023-01-24
6340,444,719,9,10671.58,0.04,67.29,92269.74,PENDENTE,12-12-2022
6341,807,383,6,5905.9,0.04,28.37,34046.35,CANCELADO,2024-12-12
6342,774,906,dez,13230.35,,147.97,83763.78,PAGO,2022-08-02
6343,602,605,5,13359.67,0.22,,52169.32,PAGO,2024-06-05
6344,877,14,7,8852.24,0.13,37.27,53947.41,PAGO,2022-07-10
6345,987,924,1,10766.32,0.22,42.0,8439.73,PAGO,2023-03-20
6346,735,222,8,2022.25,0.3,86.2,11410.8,ENVIADO,2022-06-29
6347,1467,286,5,691.98,0.18,39.95,2877.07,PAGO,2023-06-07
6348,294,398,4,4397.96,0.05,119.75,16832.0,PENDENTE,04-19-2023
6349,483,671,4,13656.28,0.04,120.27,52560.39,CANCELADO,2024-03-11
6350,1161,169,7,12144.61,,98.63,68958.57,PAGO,2024-12-27
6351,805,799,9,9235.21,0.18,121.42,68277.27,PAGO,2024-11-10
6352,1026,842,3,8786.4,0.21,101.57,20925.34,Pagoo,2023-08-09
6353,529,671,8,8255.18,0.18,127.07,54281.05,PENDENTE,2024-04-29
6354,681,931,5,114.22,,135.2,586.37,PAGO,2022-06-05
6355,294,996,7,8458.85,0.08,96.85,54571.84,ENVIADO,2023-12-03
6356,1133,646,1,12677.12,0.17,67.21,10589.22,CANCELADO,2023-05-05
6357,757,490,2,3517.36,0.08,43.85,6515.79,CANCELADO,2024-06-14
6358,490,365,3,10558.66,0.22,134.62,24841.88,ENVIADO,07/04/2024
6359,316,119,6,5053.75,0.16,116.06,25586.96,PAGO,01-13-2023
6360,547,255,dez,13414.58,0.3,145.48,37706.3,PENDENTE,2023-07-07
6361,625,14,10,2685.71,0.29,19.51,-500,PENDENTE,2022-05-31
6362,153,877,10,10818.41,0.21,74.84,0,CANCELADO,2022-05-31
6363,176,373,1,12360.34,,14.35,11509.47,PENDENTE,10/06/2024
6364,105,841,0,3691.56,0.25,45.35,2814.02,ENVIADO,2023-07-03
6365,492,569,-1,4572.74,0.2,41.03,18331.99,ENVIADO,2022-08-11
6366,530,75,4,4482.74,0.28,23.14,12933.43,PAGO,2024-03-04
6367,107,76,1,627.77,0.18,59.77,574.54,ENVIADO,2025-04-08
6368,502,830,2,6699.02,0.17,45.97,11166.34,ENVIADO,2022-01-17
6369,803,281,9,6473.07,0.11,137.78,51987.07,PAGO,2024-03-22
6370,803,174,5,13814.12,0.03,,67070.2,CANCELADO,2022-10-21
6371,373,841,1,3166.21,0.06,55.6,3031.84,,2022-12-05
6372,1404,524,7,7981.09,0.02,118.86,54869.14,PAGO,2024-02-16
6373,821,827,10,12444.16,0.15,41.35,105816.71,PENDENTE,2024-04-29
6374,693,1250,,11750.78,0.26,122.11,34904.42,PAGO,2024-08-20
6375,310,349,9,623.18,0.24,75.88,4338.43,CANCELADO,2025-04-11
6376,118,629,5,14769.68,0.27,67.54,53976.87,CANCELADO,2025-01-31
6377,6,37,2,6336.93,0.17,144.14,10663.44,PAGO,2022-12-08
6378,774,699,8,8142.49,0.29,17.06,46266.4,ENVIADO,2023-09-27
6379,390,83,4,5840.39,0.05,34.67,22228.15,PENDENTE,2022-06-03
6380,983,155,2,7409.27,0.15,57.06,12652.82,CANCELADO,2025-02-04
6381,359,600,10,12880.53,0.08,134.39,118635.27,PENDENTE,2023-02-14
6382,621,385,2,14391.54,0.21,62.12,22800.75,CANCELADO,31/02/2025
6383,542,433,7,14057.16,0.28,95.66,R$500,PAGO,2024-06-03
6384,53,837,5,355.14,0.01,108.6,1866.54,CANCELADO,2023-12-24
6385,236,961,1,158.79,0.08,16.41,162.5,PENDENTE,2023-04-11
6386,335,563,5,2809.24,,113.63,12333.82,ENVIADO,2022-05-22
6387,336,407,10,10861.01,0.16,23.8,91256.28,PENDENTE,2023-09-10
6388,813,716,8,926.22,0.14,88.52,6460.91,PENDENTE,2024-05-11
6389,356,45,8,9196.2,0.12,130.31,64871.56,PENDENTE,2022-04-05
6390,892,338,9,3252.71,0.05,147.57,27958.24,PENDENTE,2023-11-12
6391,959,538,8,2123.94,0.03,70.36,16552.13,CANCELADO,06-11-2023
6392,904,193,2,6602.87,0.22,114.49,10414.97,Pago,2024-09-21
6393,318,279,2,2134.89,0.09,51.75,3937.25,PENDENTE,2022-06-23
6394,400,21,4,13818.41,0.0,133.45,55407.09,PENDENTE,2024-07-30
6395,272,620,8,9604.9,0.01,,76207.76,ENVIADO,2022-03-13
6396,69,277,0,13011.97,0.15,145.32,44386.02,PAGO,2022-02-23
6397,617,1440,3,8861.58,0.27,88.23,19495.09,PAGO ,2023/11/04
6398,990,405,10,1387.72,0.13,108.39,12181.55,ENVIADO,2024-12-16
6399,15,1233,-1,1247.0,0.05,76.13,10737.98,CANCELADO,2023-05-16
6400,295,1091,7,6493.26,0.26,114.79,33749.88,ENVIADO,2024-02-22
6401,363,46,1,13194.8,0.14,110.31,11457.84,PAGO,2023-06-19
6402,209,79,3,11846.44,0.05,124.91,33887.26,PENDENTE,2024-05-29
6403,284,675,9,5900.29,0.18,142.68,43686.82,PAGO,12-07-2024
6404,321,1458,8,10344.71,0.22,22.17,64573.16,ENVIADO,2022-06-16
6405,675,207,10,12480.78,,132.59,91242.28,CANCELADO,2024-04-03
6406,271,876,9,11514.39,0.24,19.91,78778.34,PENDENTE,2024-10-01
6407,45,520,3,4800.97,0.27,37.32,10551.44,ENVIADO,2023-12-21
6408,792,218,9,11700.19,0.15,72.45,89578.9,ENVIADO,2024-05-19
6409,413,265,8,10960.06,0.28,31.79,63161.74,PENDENTE,2024-02-10
6410,783,866,9,8964.37,,137.46,67101.3,PAGO,2024-03-21
6411,209,253,8,920.12,0.19,124.37,6086.75,ENVIADO,2023-02-15
6412,154,1275,2,10705.73,0.12,117.11,0,PAGO,2023-06-25
6413,176,127,10,2537.49,0.22,126.17,19918.59,CANCELADO,2023-11-16
6414,156,559,5,10834.59,0.22,139.18,42394.08,PAGO,2024-02-02
6415,286,115,6,9125.24,0.0,59.36,54810.8,PENDENTE,2023-05-05
6416,714,980,6,14778.26,0.13,108.99,77251.51,PENDENTE,2024-03-24
6417,551,341,10,12769.2,0.24,102.42,R$500,PAGO,2022-01-20
6418,932,603,dez,11080.26,0.18,48.49,81820.81,Pagoo,2023-10-25
6419,257,900,5,11037.02,0.18,81.31,45333.09,PAGO,2024-03-27
6420,686,526,2,3877.73,0.29,127.12,5633.5,CANCELADO,2022-09-07
6421,446,86,6,9939.67,0.24,40.88,45365.78,PAGO,2022-04-08
6422,450,880,10,1116.54,0.24,134.16,8619.86,CANCELADO,2023-01-14
6423,955,186,-5,5765.35,0.05,61.12,32923.62,PENDENTE,2022-12-27
6424,513,502,,4880.24,0.21,141.21,11707.38,PENDENTE,10/11/2023
6425,194,193,4,8927.29,0.24,94.0,27232.96,PENDENTE,2022-06-16
6426,89,1113,8,824.12,,100.71,5770.66,Pago,2024-06-15
6427,138,327,7,2149.56,,16.38,13408.14,PAGO,2024-06-20
6428,485,52,4,1306.12,0.01,56.07,5228.31,ENVIADO,2022-10-21
6429,229,652,9,9811.01,0.29,130.61,62822.96,PENDENTE,2024-11-05
6430,940,688,6,10746.67,0.01,55.64,63890.86,CANCELADO,31/02/2025
6431,206,679,5,2219.39,0.08,145.45,10354.64,PENDENTE,2025-01-19
6432,905,58,9,14262.24,0.11,29.06,114269.6,ENVIADO,2022-08-27
6433,169,931,4,3097.56,0.05,46.08,11816.81,CANCELADO,2022-08-11
6434,1139,889,2,4931.09,0.14,77.95,8559.42,PENDENTE,2022-10-08
6435,591,933,7,6155.61,0.28,103.88,31128.15,PAGO,2025-01-30
6436,1025,536,9,1931.32,0.06,95.75,16434.72,ENVIADO,2022-11-25
6437,828,778,-5,2937.85,0.08,140.64,19060.39,ENVIADO,2023-02-02
6438,99,392,2,7356.82,0.04,61.01,14186.1,pago,2023-01-11
6439,699,962,10,7265.61,0.24,,55287.29,PENDENTE,2022-07-08
6440,443,1200,-1,2489.29,0.29,85.49,14224.66,PAGO,2025-01-20
6441,633,747,6,2164.49,0.25,97.66,9837.86,PAGO,2022-04-04
6442,95,741,9,6746.29,0.03,122.69,59017.8,PENDENTE,2024-12-08
6443,196,681,2,246.93,0.06,90.25,0,PENDENTE,2022-05-09
6444,1451,675,8,6712.55,0.15,42.8,45688.14,PENDENTE,2022-08-14
6445,225,903,2,5762.15,0.27,98.51,8511.25,PENDENTE,2024-04-02
6446,681,323,,12066.48,0.17,69.96,90206.57,PENDENTE,2022-09-02
6447,160,600,4,1195.37,0.26,81.29,3619.59,Cancelado,2022-08-10
6448,445,100,7,5924.3,0.06,44.95,R$500,CANCELADO,2024-05-07
6449,830,341,4,9756.13,,51.41,37514.95,CANCELADO,2022-09-10
6450,578,865,-1,3332.93,0.25,129.85,25126.82,PENDENTE,2023-07-13
6451,518,512,4,14238.14,0.15,145.48,48555.16,Pago,2023-10-22
6452,504,434,2,3431.92,0.22,88.05,5441.85,PAGO,31/02/2025
6453,277,592,3,10315.17,0.14,,26636.78,PENDENTE,2023-03-05
6454,189,219,dez,14536.79,0.14,50.56,12552.2,CANCELADO,2024-03-18
6455,118,837,4,3638.16,0.17,119.57,12198.26,CANCELADO,2023-01-19
6456,629,137,6,10026.59,0.11,35.31,53577.3,ENVIADO,2023-01-12
6457,584,368,2,7266.91,0.08,97.67,13468.78,PENDENTE,2023-03-05
6458,882,128,7,8130.37,0.13,127.28,49641.23,ENVIADO,2022-08-19
6459,750,808,-1,2617.18,0.21,148.23,8418.52,PAGO,2023-03-21
6460,698,239,2,6466.22,0.18,144.75,10749.35,PAGO,2022-06-04
6461,681,855,6,2328.4,0.14,,12092.83,ENVIADO,2022-01-02
6462,173,911,7,10877.22,0.08,24.9,mil,PENDENTE,2022-12-24
6463,200,421,8,319.69,0.28,143.21,-500,PENDENTE,2023-06-19
6464,64,944,8,10768.1,,33.75,72395.38,CANCELADO,2023-05-03
6465,741,640,10,5911.53,0.03,42.02,57383.86,PAGO,2022-11-05
6466,715,922,3,11967.85,,36.56,mil,PAGO,2024-12-31
6467,230,526,7,3912.23,0.19,96.02,22278.36,PAGO,2024-10-21
6468,702,400,1,9071.98,0.28,131.52,,PENDENTE,2022-08-01
6469,1,381,7,7254.65,0.1,46.14,45750.43,PENDENTE,2022-11-08
6470,636,449,7,8431.9,0.08,121.46,-500,Cancelado,2024-01-14
6471,819,963,2,13654.73,0.08,126.67,25251.37,ENVIADO,2022-02-25
6472,476,664,4,13323.44,0.03,34.72,51729.67,ENVIADO,2022-06-16
6473,776,626,3,496.45,0.26,,-500,ENVIADO,2024-02-07
6474,255,551,8,10362.45,0.17,126.68,68933.35,,2023-04-09
6475,521,682,1,3591.15,0.23,102.59,2867.78,PENDENTE,2023-11-27
6476,1460,646,1,4471.57,0.3,19.64,3149.74,PENDENTE,2022-02-19
6477,563,396,1,5796.94,0.27,138.42,4370.19,ENVIADO,2022-02-18
6478,831,854,3,8493.78,0.1,102.53,23035.74,Pagoo,2024-03-24
6479,864,911,2,13361.93,0.22,119.29,20963.9,ENVIADO,2022-10-16
6480,407,274,-1,5220.45,0.15,141.03,26765.32,PAGO,31/02/2025
6481,199,58,6,14711.25,0.2,52.17,70666.17,ENVIADO,2023-07-07
6482,736,198,10,6855.92,0.09,130.34,62519.21,ENVIADO,2023-03-26
6483,978,840,-1,2657.11,0.2,129.13,8631.88,ENVIADO,2022-11-27
6484,290,692,5,8786.89,0.25,125.24,33076.08,PENDENTE,2023-08-01
6485,333,765,8,3902.85,0.18,70.91,25673.61,PENDENTE,2023-07-24
6486,131,32,8,11226.68,0.11,11.57,79945.53,ENVIADO,2022-02-12
6487,684,2,5,2039.72,0.08,88.97,9471.68,Cancelado,2022-03-07
6488,953,373,1,6093.48,0.14,141.95,5382.34,PENDENTE,2024-06-11
6489,116,271,9,2233.98,0.02,140.03,19843.73,ENVIADO,2024-07-02
6490,569,884,2,9899.4,0.24,26.69,15073.78,PENDENTE,2024-12-31
6491,809,716,5,4411.11,0.16,73.16,18599.82,PENDENTE,2024-10-11
6492,892,568,2,13131.59,0.02,,0,CANCELADO,2024-04-14
6493,814,816,9,12089.11,0.3,20.82,76182.21,CANCELADO,2022-05-28
6494,1478,903,6,2724.66,0.16,39.16,13771.45,PENDENTE,11-02-2022
6495,70,720,8,3264.81,0.21,13.35,20646.95,PAGO,2022-03-26
6496,702,759,2,9140.55,0.0,146.57,18427.67,ENVIADO,2022-08-01
6497,672,264,8,2239.31,0.19,145.75,14656.48,PAGO,2024-10-27
6498,492,701,10,1243.33,0.09,139.0,11453.3,PAGO,2023-01-31
6499,20,432,3,12384.46,0.07,106.85,34659.49,PAGO,2024-04-30
6500,308,781,8,10517.67,0.04,112.67,80888.38,PENDENTE,2024-06-10
6501,610,204,10,893.7,0.13,140.23,7915.42,PENDENTE,2023-11-27
6502,695,390,2,728.76,0.23,131.86,,ENVIADO,2025-02-08
6503,552,1181,0,8252.46,0.11,32.07,44100.21,ENVIADO,2024-06-10
6504,61,613,6,13930.45,0.11,59.25,74447.85,ENVIADO,2023-03-18
6505,289,238,9,736.27,0.1,144.53,6108.32,PENDENTE,2023-09-17
6506,261,571,4,7834.59,0.06,148.6,29606.66,CANCELADO,2023-12-30
6507,861,302,4,14772.13,0.23,108.41,45606.57,PENDENTE,2024-11-14
6508,642,929,1,7702.0,0.17,98.84,6491.5,PENDENTE,10-16-2022
6509,668,96,10,14175.74,0.02,13.2,138935.45,CANCELADO,2024-09-08
6510,126,716,6,13911.36,0.18,65.86,68509.75,PAGO,2024-11-14
6511,216,644,6,9144.28,0.05,,52261.29,CANCELADO,2024-04-15
