produto_id,nome,categoria,marca,preco,estoque,data_cadastro,status_data
769,RYZEN 5,PROCESSADOR,Redragon,5633.08,485,2022-10-24,COM DATA
770,FONTE 650W,FONTE,Logitech,10740.76,420,2023-05-06,COM DATA
771,GABINETE RGB,GABINETE,HP,5782.66,327,2024-06-25,COM DATA
772,HD 2TB,HD,Redragon,13648.64,201,2023-04-28,COM DATA
773,IMPRESSORA LASER,IMPRESSORA,Dell,12894.06,82,2023-07-16,COM DATA
774,MEMÓRIA 8GB,MEMÓRIA,AOC,12351.5,481,2022-07-25,COM DATA
776,MOUSE GAMER,MOUSE,Corsair,9627.76,94,2023-09-18,COM DATA
777,IMPRESSORA LASER,IMPRESSORA,LG,1251.84,80,2024-04-20,COM DATA
778,MOUSE SEM FIO,MOUSE,Asus,4804.6,244,2023-08-01,COM DATA
779,CORE I7,PROCESSADOR,AMD,6229.16,93,2023-04-14,COM DATA
780,NOTEBOOK OFFICE,NOTEBOOK,Kingston,14612.43,101,2023-06-17,COM DATA
781,HEADSET GAMER,HEADSET,Intel,14371.33,87,2024-10-09,COM DATA
782,SSD 1TB,SSD,Acer,10709.18,97,2022-09-24,COM DATA
783,GABINETE RGB,GABINETE,Acer,3114.96,110,,SEM DATA
784,GABINETE RGB,GABINETE,Dell,3547.57,230,2024-08-18,COM DATA
785,RTX 4060,PLACA DE VÍDEO,Kingston,4862.22,354,,SEM DATA
786,MEMÓRIA 16GB,MEMÓRIA,Redragon,900.11,170,,SEM DATA
787,MOUSE GAMER,MOUSE,Dell,9302.47,154,2025-04-03,COM DATA
788,MOUSE GAMER,MOUSE,AMD,2564.6,252,2024-06-05,COM DATA
789,SSD 1TB,SSD,Acer,1770.29,22,2023-08-03,COM DATA
790,MEMÓRIA 8GB,MEMÓRIA,Asus,3962.98,424,2024-10-03,COM DATA
791,RX 7600,PLACA DE VÍDEO,Dell,2285.95,436,2023-04-16,COM DATA
792,RYZEN 5,PROCESSADOR,Logitech,7064.31,83,2025-02-22,COM DATA
793,MEMÓRIA 16GB,MEMÓRIA,Lenovo,7404.97,433,2023-01-05,COM DATA
794,CORE I7,PROCESSADOR,AMD,11254.05,421,2025-03-14,COM DATA
795,MEMÓRIA 8GB,MEMÓRIA,Acer,13807.79,126,2024-02-05,COM DATA
798,NOTEBOOK OFFICE,NOTEBOOK,Kingston,12951.92,410,2024-02-21,COM DATA
799,MONITOR 24,MONITOR,LG,3842.36,122,2024-03-06,COM DATA
800,HD 2TB,HD,Logitech,4288.34,385,2023-09-28,COM DATA
801,RYZEN 7,PROCESSADOR,Acer,9060.63,183,2024-09-02,COM DATA
802,FONTE 650W,FONTE,Acer,9013.1,46,,SEM DATA
803,MOUSE GAMER,MOUSE,Corsair,14599.61,346,2024-12-10,COM DATA
804,MOUSE GAMER,MOUSE,Lenovo,7033.92,40,2023-05-25,COM DATA
805,RYZEN 7,PROCESSADOR,Acer,4446.31,24,2022-07-13,COM DATA
806,MONITOR 24,MONITOR,Samsung,10810.24,416,2024-08-05,COM DATA
808,TECLADO MECÂNICO,TECLADO,Kingston,3990.81,494,2023-06-16,COM DATA
810,FONTE 650W,FONTE,Logitech,14487.74,308,2024-03-19,COM DATA
812,CORE I5,PROCESSADOR,Redragon,2194.41,123,2024-08-07,COM DATA
813,HEADSET GAMER,HEADSET,Intel,6339.75,59,2022-02-10,COM DATA
814,RTX 4060,PLACA DE VÍDEO,Samsung,8786.69,103,2024-06-03,COM DATA
815,HD 2TB,HD,Intel,12732.27,377,2024-11-17,COM DATA
816,SSD 240GB,SSD,Dell,9180.2,347,2024-05-14,COM DATA
817,RYZEN 5,PROCESSADOR,Corsair,8307.77,137,2023-12-12,COM DATA
818,MEMÓRIA 16GB,MEMÓRIA,HP,6554.73,82,2023-11-26,COM DATA
819,HD 2TB,HD,Acer,12804.74,366,2024-01-08,COM DATA
820,HEADSET GAMER,HEADSET,Intel,12000.33,432,2022-09-22,COM DATA
821,RYZEN 5,PROCESSADOR,AMD,2361.59,251,2022-04-07,COM DATA
822,RYZEN 7,PROCESSADOR,Asus,5394.63,133,2024-05-31,COM DATA
823,MEMÓRIA 8GB,MEMÓRIA,Dell,3415.82,287,2025-02-14,COM DATA
824,MONITOR 27,MONITOR,Intel,2284.65,353,2024-07-25,COM DATA
825,MONITOR 27,MONITOR,AMD,11341.35,499,2022-08-04,COM DATA
826,HD 2TB,HD,AMD,1788.53,105,2024-10-17,COM DATA
827,MONITOR 27,MONITOR,Acer,1507.43,331,2022-01-14,COM DATA
828,SSD 1TB,SSD,Acer,12141.0,174,2024-01-09,COM DATA
829,SSD 240GB,SSD,Acer,3696.86,385,2024-04-18,COM DATA
830,NOTEBOOK GAMER,NOTEBOOK,Dell,14278.57,264,2024-11-25,COM DATA
831,RTX 4070,PLACA DE VÍDEO,Corsair,1289.98,161,2022-11-06,COM DATA
832,RYZEN 7,PROCESSADOR,Acer,885.99,323,2025-02-07,COM DATA
834,RX 7600,PLACA DE VÍDEO,Redragon,3092.9,278,2024-04-08,COM DATA
836,FONTE 750W,FONTE,Redragon,1410.44,282,2025-01-10,COM DATA
837,RYZEN 7,PROCESSADOR,AOC,3635.27,396,2024-02-03,COM DATA
839,GABINETE RGB,GABINETE,HP,14835.22,289,2023-12-19,COM DATA
840,HEADSET GAMER,HEADSET,HP,10010.5,417,2022-08-04,COM DATA
841,MOUSE GAMER,MOUSE,Acer,8743.89,421,2022-06-17,COM DATA
842,MEMÓRIA 16GB,MEMÓRIA,Kingston,6384.8,66,2025-02-18,COM DATA
843,RX 7600,PLACA DE VÍDEO,Logitech,5933.84,135,2024-05-03,COM DATA
844,HEADSET GAMER,HEADSET,Samsung,2182.31,65,2023-03-12,COM DATA
845,MONITOR 27,MONITOR,Samsung,508.46,80,2022-09-05,COM DATA
846,MEMÓRIA 16GB,MEMÓRIA,Dell,4358.07,267,2022-10-20,COM DATA
847,HD 2TB,HD,Logitech,8852.57,24,,SEM DATA
849,FONTE 750W,FONTE,Corsair,10806.1,310,2024-07-08,COM DATA
850,RTX 4070,PLACA DE VÍDEO,Acer,10923.41,45,2023-11-26,COM DATA
851,MONITOR 24,MONITOR,Dell,14372.03,455,2025-03-17,COM DATA
852,CORE I5,PROCESSADOR,AMD,11578.5,158,2025-03-27,COM DATA
853,NOTEBOOK GAMER,NOTEBOOK,AMD,14360.25,267,2023-01-04,COM DATA
854,CORE I7,PROCESSADOR,AMD,4138.94,105,2023-10-19,COM DATA
855,MOUSE SEM FIO,MOUSE,AMD,693.85,441,2023-10-12,COM DATA
856,MOUSE SEM FIO,MOUSE,LG,1383.56,50,2023-09-21,COM DATA
857,NOTEBOOK GAMER,NOTEBOOK,Acer,10185.56,30,2022-07-22,COM DATA
858,MONITOR 27,MONITOR,Redragon,6204.09,165,2025-04-15,COM DATA
859,NOTEBOOK OFFICE,NOTEBOOK,Acer,7639.15,258,2022-05-15,COM DATA
861,FONTE 750W,FONTE,LG,1901.06,290,2024-02-04,COM DATA
862,CORE I5,PROCESSADOR,AOC,2539.46,125,2024-08-09,COM DATA
864,NOTEBOOK OFFICE,NOTEBOOK,Kingston,12639.73,108,2022-05-24,COM DATA
865,SSD 1TB,SSD,Kingston,5941.67,62,2024-10-30,COM DATA
866,IMPRESSORA LASER,IMPRESSORA,HP,4788.19,349,2023-10-21,COM DATA
867,MOUSE GAMER,MOUSE,Kingston,6907.79,306,,SEM DATA
868,RYZEN 5,PROCESSADOR,Samsung,10097.14,211,2022-06-08,COM DATA
869,MEMÓRIA 16GB,MEMÓRIA,AOC,13390.73,417,2024-01-04,COM DATA
871,MONITOR 24,MONITOR,Lenovo,11381.15,348,2023-03-29,COM DATA
873,GABINETE RGB,GABINETE,Corsair,4174.67,256,2025-03-03,COM DATA
875,SSD 1TB,SSD,Intel,10176.12,496,2022-01-05,COM DATA
876,MEMÓRIA 8GB,MEMÓRIA,Lenovo,9621.67,482,2022-09-07,COM DATA
878,NOTEBOOK GAMER,NOTEBOOK,Logitech,5890.05,171,2024-05-17,COM DATA
879,FONTE 750W,FONTE,Intel,13756.59,100,2024-06-03,COM DATA
880,SSD 240GB,SSD,Asus,8896.11,320,2022-04-22,COM DATA
881,FONTE 650W,FONTE,Corsair,7804.73,121,2024-07-03,COM DATA
882,HEADSET GAMER,HEADSET,Dell,1301.31,31,,SEM DATA
884,RX 7600,PLACA DE VÍDEO,Kingston,9001.65,337,2022-07-27,COM DATA
886,SSD 1TB,SSD,Logitech,12614.88,463,2024-06-29,COM DATA
888,MEMÓRIA 8GB,MEMÓRIA,AMD,8126.33,74,,SEM DATA
889,TECLADO MECÂNICO,TECLADO,HP,12291.37,286,2022-05-21,COM DATA
890,HEADSET GAMER,HEADSET,Kingston,10024.54,355,2023-11-19,COM DATA
891,NOTEBOOK OFFICE,NOTEBOOK,Dell,6292.06,83,2023-04-02,COM DATA
892,MEMÓRIA 8GB,MEMÓRIA,HP,7008.72,109,2024-03-30,COM DATA
896,GABINETE RGB,GABINETE,Redragon,3169.36,233,2024-06-07,COM DATA
897,TECLADO MECÂNICO,TECLADO,Logitech,999.36,73,2024-02-06,COM DATA
899,RYZEN 7,PROCESSADOR,Intel,817.82,407,2023-03-05,COM DATA
901,HEADSET GAMER,HEADSET,Intel,7793.01,91,2023-07-04,COM DATA
903,SSD 1TB,SSD,Redragon,13332.86,292,2022-06-22,COM DATA
904,FONTE 650W,FONTE,Intel,7791.93,117,2024-06-04,COM DATA
906,SSD 240GB,SSD,Asus,7536.44,279,2022-03-20,COM DATA
907,IMPRESSORA LASER,IMPRESSORA,HP,5019.69,345,2022-10-10,COM DATA
908,IMPRESSORA LASER,IMPRESSORA,Asus,11290.7,378,2024-04-07,COM DATA
909,RYZEN 7,PROCESSADOR,AOC,12331.48,387,2024-03-25,COM DATA
910,CORE I5,PROCESSADOR,AOC,10855.57,107,2024-08-02,COM DATA
911,HEADSET GAMER,HEADSET,Intel,1306.42,433,,SEM DATA
912,RYZEN 5,PROCESSADOR,Asus,8671.08,65,2023-11-27,COM DATA
913,CORE I5,PROCESSADOR,Dell,6397.28,385,2025-03-08,COM DATA
914,CORE I7,PROCESSADOR,Kingston,13833.72,78,2025-03-21,COM DATA
916,NOTEBOOK OFFICE,NOTEBOOK,Intel,4583.59,87,2022-02-24,COM DATA
917,HD 2TB,HD,Intel,1060.98,493,2022-04-28,COM DATA
918,MOUSE SEM FIO,MOUSE,AMD,185.49,167,2024-05-06,COM DATA
919,TECLADO MECÂNICO,TECLADO,Logitech,1050.07,489,2024-08-30,COM DATA
920,GABINETE RGB,GABINETE,Dell,8634.87,158,2022-10-20,COM DATA
921,CORE I7,PROCESSADOR,Intel,12372.25,309,,SEM DATA
922,HEADSET GAMER,HEADSET,Kingston,4332.92,451,2022-12-25,COM DATA
923,GABINETE RGB,GABINETE,Samsung,2710.08,316,2024-03-16,COM DATA
924,FONTE 750W,FONTE,Samsung,674.09,453,2023-03-21,COM DATA
925,MONITOR 24,MONITOR,Redragon,6180.95,390,2023-10-30,COM DATA
926,MONITOR 24,MONITOR,Logitech,2489.29,106,2024-08-03,COM DATA
928,RX 7600,PLACA DE VÍDEO,Lenovo,1042.19,280,2022-11-27,COM DATA
929,WEBCAM HD,HD,Corsair,290.63,51,2022-01-23,COM DATA
930,GABINETE RGB,GABINETE,Logitech,2319.38,183,2022-04-08,COM DATA
931,MONITOR 27,MONITOR,Intel,12176.45,328,2022-04-18,COM DATA
932,MEMÓRIA 16GB,MEMÓRIA,Samsung,749.0,193,2022-02-02,COM DATA
933,MONITOR 24,MONITOR,Samsung,14839.57,172,2022-12-10,COM DATA
934,CORE I5,PROCESSADOR,HP,679.31,262,2025-01-14,COM DATA
935,MOUSE SEM FIO,MOUSE,Dell,6429.65,118,2024-03-08,COM DATA
936,MEMÓRIA 16GB,MEMÓRIA,Acer,3317.04,336,2023-09-10,COM DATA
937,CORE I7,PROCESSADOR,Kingston,7503.65,52,2023-10-27,COM DATA
938,MOUSE GAMER,MOUSE,Redragon,10450.8,347,2023-10-14,COM DATA
939,CORE I7,PROCESSADOR,Corsair,10002.23,34,2023-04-22,COM DATA
940,MONITOR 27,MONITOR,Acer,10575.34,6,2023-05-14,COM DATA
941,RTX 4060,PLACA DE VÍDEO,HP,917.65,191,2024-06-27,COM DATA
942,NOTEBOOK OFFICE,NOTEBOOK,Corsair,4943.77,142,2023-08-14,COM DATA
943,CORE I5,PROCESSADOR,Redragon,3450.57,375,2023-04-01,COM DATA
944,MONITOR 24,MONITOR,HP,5734.66,164,2022-04-17,COM DATA
945,CORE I5,PROCESSADOR,HP,2140.15,104,2023-04-29,COM DATA
946,SSD 240GB,SSD,HP,6405.07,239,2023-09-13,COM DATA
947,RYZEN 5,PROCESSADOR,Acer,6735.1,325,2024-02-13,COM DATA
948,MOUSE GAMER,MOUSE,Intel,6631.81,258,2022-02-10,COM DATA
949,FONTE 650W,FONTE,Logitech,6422.41,42,2022-12-26,COM DATA
950,RYZEN 5,PROCESSADOR,Logitech,6965.5,232,2024-08-19,COM DATA
953,RYZEN 7,PROCESSADOR,Logitech,14357.31,394,2024-01-25,COM DATA
954,RYZEN 5,PROCESSADOR,Corsair,9770.58,474,2022-02-27,COM DATA
955,MOUSE GAMER,MOUSE,Kingston,9687.1,133,,SEM DATA
956,MONITOR 24,MONITOR,Acer,9673.07,469,2022-12-06,COM DATA
957,RTX 4060,PLACA DE VÍDEO,Acer,3808.01,154,2022-07-02,COM DATA
958,WEBCAM HD,HD,Acer,8597.72,408,,SEM DATA
960,RYZEN 7,PROCESSADOR,Kingston,5632.28,360,2023-03-12,COM DATA
961,RTX 4070,PLACA DE VÍDEO,Kingston,903.55,93,2022-08-12,COM DATA
962,MONITOR 24,MONITOR,HP,2508.57,150,2024-09-05,COM DATA
964,RYZEN 5,PROCESSADOR,Acer,7810.71,492,2023-11-21,COM DATA
965,GABINETE RGB,GABINETE,Dell,13354.48,161,2023-12-31,COM DATA
966,WEBCAM HD,HD,LG,12097.93,1,2022-02-22,COM DATA
967,SSD 240GB,SSD,Corsair,13037.7,143,2024-08-31,COM DATA
968,MEMÓRIA 8GB,MEMÓRIA,AOC,9910.22,1,2022-04-04,COM DATA
969,RTX 4060,PLACA DE VÍDEO,Samsung,11042.48,347,2023-12-15,COM DATA
970,HEADSET GAMER,HEADSET,Acer,13973.62,476,2023-08-25,COM DATA
971,HEADSET GAMER,HEADSET,Intel,10684.89,445,2022-06-28,COM DATA
972,RX 7600,PLACA DE VÍDEO,Corsair,10102.47,280,2025-01-12,COM DATA
973,MONITOR 27,MONITOR,Dell,3190.38,385,2022-11-25,COM DATA
974,SSD 1TB,SSD,Corsair,4910.98,196,2022-09-10,COM DATA
975,HEADSET GAMER,HEADSET,Kingston,13842.59,324,2022-05-13,COM DATA
976,FONTE 750W,FONTE,AOC,5667.61,367,2024-06-13,COM DATA
977,MEMÓRIA 8GB,MEMÓRIA,HP,3368.79,59,2022-08-26,COM DATA
978,NOTEBOOK GAMER,NOTEBOOK,AMD,1928.71,160,2023-01-24,COM DATA
979,MOUSE GAMER,MOUSE,Kingston,14698.15,163,2023-03-31,COM DATA
980,HD 2TB,HD,Corsair,157.64,436,2024-07-22,COM DATA
981,HEADSET GAMER,HEADSET,Lenovo,4265.22,382,2024-10-25,COM DATA
982,TECLADO MECÂNICO,TECLADO,Acer,1869.49,434,2022-05-01,COM DATA
983,SSD 240GB,SSD,AOC,5010.51,423,2023-01-02,COM DATA
984,MOUSE SEM FIO,MOUSE,Acer,10916.38,153,2023-11-23,COM DATA
985,RYZEN 7,PROCESSADOR,Logitech,7111.86,178,2023-02-04,COM DATA
986,CORE I7,PROCESSADOR,AOC,8229.19,49,2023-09-15,COM DATA
987,MOUSE GAMER,MOUSE,Logitech,2472.14,70,2023-02-05,COM DATA
988,MOUSE GAMER,MOUSE,Corsair,156.81,371,2022-12-11,COM DATA
989,MONITOR 27,MONITOR,Asus,1458.8,498,2024-06-07,COM DATA
990,RTX 4060,PLACA DE VÍDEO,Kingston,9412.05,206,2022-12-20,COM DATA
991,MONITOR 24,MONITOR,AOC,5643.07,354,2024-02-22,COM DATA
993,CORE I7,PROCESSADOR,Corsair,14810.49,245,2024-06-07,COM DATA
995,IMPRESSORA LASER,IMPRESSORA,Samsung,8093.95,419,2023-01-06,COM DATA
996,MONITOR 27,MONITOR,Corsair,10434.33,2,2022-11-27,COM DATA
998,GABINETE RGB,GABINETE,Kingston,711.57,484,2024-10-01,COM DATA
999,HEADSET GAMER,HEADSET,Dell,7849.54,180,,SEM DATA
1000,CORE I5,PROCESSADOR,Lenovo,4509.64,426,2022-09-21,COM DATA
