pedido_id,cliente_id,produto_id,quantidade,preco_unitario,desconto,frete,valor_total,status,data_pedido,status_data
4905,162,126,1.0,367.06,0.2,85.57,379.22,PAGO,2024-12-19,PEDIDO COM DATA
4906,418,716,3.0,3223.2,0.21,85.0,25248.04,PAGO,2023-09-25,PEDIDO COM DATA
4909,519,671,7.0,5529.19,0.3,15.42,27108.45,PAGO,2023-01-28,PEDIDO COM DATA
4910,384,218,5.0,1780.35,0.12,77.25,7910.79,PAGO,2024-01-04,PEDIDO COM DATA
4911,601,868,9.0,4637.07,0.21,44.26,33013.83,PENDENTE,2023-09-12,PEDIDO COM DATA
4913,70,344,6.0,9032.12,0.05,58.6,51541.68,PAGO,2022-03-14,PEDIDO COM DATA
4914,585,397,8.0,83.61,0.07,38.87,25248.04,PENDENTE,2024-12-20,PEDIDO COM DATA
4916,99,195,-1.0,8948.36,0.18,80.82,51444.41,PAGO,2023-07-05,PEDIDO COM DATA
4917,213,299,6.0,11775.34,0.21,18.85,55833.96,PAGO,2022-03-25,PEDIDO COM DATA
4918,330,272,10.0,8194.5,0.02,80.39,80326.68,PAGO,2022-08-29,PEDIDO COM DATA
4919,115,307,8.0,1496.08,0.07,80.39,11235.64,PENDENTE,2023-02-08,PEDIDO COM DATA
4920,628,973,7.0,12600.12,0.02,133.14,86569.96,PAGO,2025-02-05,PEDIDO COM DATA
4921,530,421,9.0,13185.87,0.02,72.23,116371.6,CANCELADO,2024-01-30,PEDIDO COM DATA
4922,615,381,7.0,9278.07,0.13,33.15,56536.6,ENVIADO,2024-02-04,PEDIDO COM DATA
4924,83,7,7.0,7751.6,0.25,96.91,40792.81,PENDENTE,,PEDIDO SEM DATA
4926,992,296,9.0,1733.42,0.01,57.47,15502.24,ENVIADO,2022-12-20,PEDIDO COM DATA
4927,877,620,6.0,7982.35,0.09,43.94,43627.57,PENDENTE,2023-08-18,PEDIDO COM DATA
4928,539,892,3.0,2157.28,0.28,11.01,4670.73,PAGO,2024-04-19,PEDIDO COM DATA
4929,801,256,6.0,11994.89,0.04,84.66,69175.23,ENVIADO,2024-11-18,PEDIDO COM DATA
4930,962,709,1.0,7889.98,0.01,107.44,7918.52,PENDENTE,2022-03-30,PEDIDO COM DATA
4931,313,96,4.0,7028.61,0.26,128.38,20933.07,ENVIADO,2023-11-16,PEDIDO COM DATA
4934,519,16,3.0,2520.71,0.29,88.76,5457.87,CANCELADO,2023-01-07,PEDIDO COM DATA
4935,109,312,-5.0,4764.54,0.0,89.47,8284.48,PENDENTE,2024-04-08,PEDIDO COM DATA
4936,25,690,5.0,12453.47,0.22,78.02,48646.55,CANCELADO,2022-01-27,PEDIDO COM DATA
4939,627,578,3.0,2604.88,0.28,104.13,5730.67,CANCELADO,2024-01-30,PEDIDO COM DATA
4940,607,325,8.0,2820.33,0.06,82.71,0.0,ENVIADO,2022-11-21,PEDIDO COM DATA
4942,883,225,-1.0,1744.73,0.27,125.76,-500.0,PENDENTE,2023-05-21,PEDIDO COM DATA
4943,566,420,9.0,4491.81,0.12,68.33,35643.47,PAGO,2023-01-10,PEDIDO COM DATA
4944,942,84,10.0,235.25,0.06,137.72,2349.07,CANCELADO,2023-06-06,PEDIDO COM DATA
4947,573,594,3.0,2130.3,0.09,149.55,5965.27,CANCELADO,2024-10-08,PEDIDO COM DATA
4948,225,334,9.0,946.91,0.28,144.05,6280.03,PAGO,2024-04-26,PEDIDO COM DATA
4950,643,965,-1.0,11621.21,0.24,95.96,17760.2,CANCELADO,2024-11-12,PEDIDO COM DATA
4953,893,603,7.0,7225.4,0.0,55.4,50633.2,ENVIADO,2025-01-08,PEDIDO COM DATA
4954,731,976,8.0,8024.79,0.26,18.45,25248.04,CANCELADO,2023-12-30,PEDIDO COM DATA
4955,679,325,7.0,6883.39,0.21,85.57,38150.72,ENVIADO,2022-07-11,PEDIDO COM DATA
4956,367,213,5.0,331.38,0.19,137.56,1479.65,ENVIADO,2025-03-13,PEDIDO COM DATA
4959,771,653,8.0,832.8,0.16,11.72,5608.14,ENVIADO,2022-01-29,PEDIDO COM DATA
4960,723,636,5.0,13806.37,0.28,13.44,49716.37,PENDENTE,2023-12-13,PEDIDO COM DATA
4961,253,383,8.0,1246.04,0.26,117.07,7493.63,ENVIADO,2023-10-04,PEDIDO COM DATA
4962,852,814,8.0,3497.91,0.11,21.93,25248.04,ENVIADO,2023-06-30,PEDIDO COM DATA
4963,151,279,4.0,4353.46,0.22,99.85,13682.65,ENVIADO,2024-12-07,PEDIDO COM DATA
4965,839,735,2.0,11242.29,0.18,97.34,18534.7,ENVIADO,2025-02-22,PEDIDO COM DATA
4967,790,202,7.0,11453.9,0.0,42.12,68192.82,PAGO,2025-01-24,PEDIDO COM DATA
4971,701,830,6.0,8904.08,0.25,63.47,40131.83,CANCELADO,2023-05-30,PEDIDO COM DATA
4972,268,251,1.0,1438.17,0.28,90.64,1126.12,PAGO,2023-12-27,PEDIDO COM DATA
4973,45,964,5.0,9712.64,0.01,13.94,48091.51,ENVIADO,2024-06-12,PEDIDO COM DATA
4974,477,112,4.0,5186.54,0.1,99.92,18771.46,PAGO,2022-10-22,PEDIDO COM DATA
4976,636,945,8.0,11570.27,0.02,59.81,90770.73,PAGO,2024-09-30,PEDIDO COM DATA
4977,683,29,1.0,1328.64,0.05,16.42,1278.63,PENDENTE,2023-03-30,PEDIDO COM DATA
4978,118,95,10.0,7669.87,0.13,80.39,66772.29,PAGO,2023-12-01,PEDIDO COM DATA
4981,158,63,10.0,3987.52,0.16,51.37,33546.54,ENVIADO,2025-04-13,PEDIDO COM DATA
4982,459,197,2.0,11980.55,0.0,129.46,17621.06,PENDENTE,2023-03-31,PEDIDO COM DATA
4987,936,262,7.0,8522.79,0.27,43.08,43594.54,PAGO,,PEDIDO SEM DATA
4990,838,155,6.0,10185.86,0.17,53.03,50778.61,ENVIADO,2024-06-07,PEDIDO COM DATA
4993,425,12,-1.0,9970.65,0.15,100.59,25525.75,ENVIADO,2023-04-08,PEDIDO COM DATA
4997,381,477,5.0,8325.23,0.28,18.38,29989.21,ENVIADO,2022-11-14,PEDIDO COM DATA
4999,169,517,2.0,5571.8,0.02,66.86,10987.59,PENDENTE,2022-03-12,PEDIDO COM DATA
5000,35,98,7.0,880.09,0.04,68.0,5982.2,CANCELADO,2024-03-10,PEDIDO COM DATA
5002,168,837,10.0,10129.09,0.02,83.98,99349.06,ENVIADO,2024-01-04,PEDIDO COM DATA
5004,409,25,3.0,11269.92,0.08,108.86,31213.84,PENDENTE,2024-04-22,PEDIDO COM DATA
5005,847,740,5.0,8134.09,0.01,13.1,40276.85,PAGO,2022-02-21,PEDIDO COM DATA
5008,88,502,3.0,7754.6,0.21,78.55,18456.95,ENVIADO,2022-01-10,PEDIDO COM DATA
5010,764,755,4.0,5479.35,0.27,143.64,16143.34,ENVIADO,2024-02-27,PEDIDO COM DATA
5011,291,578,5.0,6650.28,0.2,138.6,26739.72,PAGO,2024-04-20,PEDIDO COM DATA
5012,265,399,7.0,5906.81,0.19,35.79,33527.4,ENVIADO,2024-02-22,PEDIDO COM DATA
5014,338,178,5.0,475.54,0.1,47.19,2187.12,CANCELADO,2024-08-15,PEDIDO COM DATA
5015,244,819,9.0,504.05,0.06,73.06,4337.32,PENDENTE,2023-05-28,PEDIDO COM DATA
5016,7,982,-5.0,7938.87,0.19,14.1,38597.01,PAGO,2023-05-17,PEDIDO COM DATA
5018,760,934,3.0,11139.97,0.22,65.67,26133.2,ENVIADO,2025-02-02,PEDIDO COM DATA
5019,12,172,-1.0,1705.06,0.02,146.27,25248.04,PAGO,2022-12-04,PEDIDO COM DATA
5020,309,580,3.0,12070.18,0.19,96.85,-500.0,PAGO,2022-09-25,PEDIDO COM DATA
5027,576,671,8.0,10898.51,0.16,73.55,0.0,CANCELADO,2024-11-16,PEDIDO COM DATA
5028,980,237,7.0,6330.33,0.1,96.48,39977.56,PAGO,2023-12-01,PEDIDO COM DATA
5029,357,191,3.0,3216.14,0.29,92.96,6943.34,CANCELADO,2022-07-11,PEDIDO COM DATA
5032,577,981,7.0,12924.28,0.3,66.27,63395.24,CANCELADO,2024-05-29,PEDIDO COM DATA
5034,3,6,8.0,14769.49,0.27,133.26,86387.08,PENDENTE,2022-04-22,PEDIDO COM DATA
5035,874,592,10.0,7360.56,0.0,55.95,54524.09,PAGO,,PEDIDO SEM DATA
5036,906,108,3.0,10296.14,0.02,53.89,30324.54,CANCELADO,2023-03-07,PEDIDO COM DATA
5037,491,357,6.0,7996.05,0.18,27.56,39368.13,ENVIADO,2022-08-23,PEDIDO COM DATA
5038,302,852,7.0,4848.89,0.24,57.36,25853.45,PAGO,2022-09-01,PEDIDO COM DATA
5043,143,421,4.0,10840.65,0.21,145.89,34402.34,CANCELADO,2022-01-28,PEDIDO COM DATA
5045,428,90,8.0,13166.08,0.12,86.66,92775.86,PENDENTE,2022-05-02,PEDIDO COM DATA
5048,578,871,7.0,6829.58,0.29,103.07,34046.08,ENVIADO,2023-05-28,PEDIDO COM DATA
5049,749,347,7.0,368.43,0.29,139.7,1970.8,CANCELADO,2022-11-07,PEDIDO COM DATA
5050,188,237,5.0,2080.1,0.16,18.37,8754.79,CANCELADO,2023-01-03,PEDIDO COM DATA
5051,229,924,3.0,10669.78,0.13,84.93,27933.06,ENVIADO,2022-04-16,PEDIDO COM DATA
5052,806,726,4.0,13034.16,0.18,79.2,42831.24,PAGO,2023-06-09,PEDIDO COM DATA
5054,860,395,3.0,13854.52,0.13,11.93,36172.23,CANCELADO,2025-03-13,PEDIDO COM DATA
5055,424,374,3.0,12186.04,0.02,131.26,35958.22,PENDENTE,2024-11-10,PEDIDO COM DATA
5056,579,600,8.0,10301.69,0.07,112.91,76757.48,CANCELADO,2022-12-02,PEDIDO COM DATA
5057,946,421,2.0,12475.57,0.0,123.26,19086.13,ENVIADO,2025-02-27,PEDIDO COM DATA
5058,635,663,2.0,10889.7,0.25,113.4,16447.95,PAGO,2022-11-27,PEDIDO COM DATA
5062,312,134,2.0,14123.9,0.03,125.24,27525.61,PENDENTE,2024-02-14,PEDIDO COM DATA
5063,958,798,-1.0,10399.36,0.09,147.49,47464.58,CANCELADO,2025-02-26,PEDIDO COM DATA
5065,805,315,8.0,1475.18,0.15,92.87,10124.09,PAGO,2024-12-21,PEDIDO COM DATA
5066,484,735,1.0,2876.69,0.08,113.36,2759.91,PAGO,2024-10-11,PEDIDO COM DATA
5067,302,579,8.0,6303.11,0.09,18.03,45904.67,PAGO,2025-04-10,PEDIDO COM DATA
5068,536,369,1.0,12534.99,0.27,76.67,9227.21,PENDENTE,,PEDIDO SEM DATA
5069,153,569,-5.0,10984.04,0.23,71.85,67733.54,CANCELADO,2023-08-19,PEDIDO COM DATA
5071,32,986,1.0,11687.33,0.18,103.16,9686.77,CANCELADO,2023-06-24,PEDIDO COM DATA
5072,192,178,4.0,3195.47,0.13,68.32,11188.56,PENDENTE,2022-11-19,PEDIDO COM DATA
5073,886,338,3.0,8619.74,0.17,90.3,25248.04,PAGO,2025-02-20,PEDIDO COM DATA
5074,443,274,10.0,12001.64,0.22,123.26,93736.05,PENDENTE,,PEDIDO SEM DATA
5075,310,348,9.0,10402.94,0.09,10.6,85210.68,ENVIADO,2024-05-10,PEDIDO COM DATA
5076,505,882,1.0,5004.4,0.21,23.62,3977.1,ENVIADO,2024-01-09,PEDIDO COM DATA
5078,197,897,6.0,13549.52,0.02,21.24,79692.42,PENDENTE,2023-04-20,PEDIDO COM DATA
5080,32,224,4.0,3827.27,0.13,61.48,13380.38,CANCELADO,2024-05-19,PEDIDO COM DATA
5083,702,19,5.0,7514.26,0.25,120.46,28298.94,PENDENTE,,PEDIDO SEM DATA
5084,870,912,10.0,8346.04,0.25,34.88,62630.18,ENVIADO,2023-03-18,PEDIDO COM DATA
5085,420,975,9.0,12772.7,0.3,10.86,80478.87,PENDENTE,2022-10-06,PEDIDO COM DATA
5086,549,102,2.0,10194.93,0.29,126.44,25248.04,PAGO,2024-08-09,PEDIDO COM DATA
5087,23,592,9.0,14036.33,0.0,139.92,102464.77,PENDENTE,2023-02-06,PEDIDO COM DATA
5090,464,854,9.0,10785.61,0.23,62.3,74806.58,CANCELADO,2022-09-04,PEDIDO COM DATA
5091,691,103,10.0,14139.37,0.19,120.47,114649.37,PAGO,2022-04-12,PEDIDO COM DATA
5092,938,785,7.0,6574.89,0.11,62.58,41024.14,CANCELADO,2024-10-04,PEDIDO COM DATA
5093,270,548,3.0,9298.38,0.29,60.45,19866.0,CANCELADO,2024-06-25,PEDIDO COM DATA
5094,876,955,4.0,7166.41,0.17,23.17,23815.65,PAGO,,PEDIDO SEM DATA
5096,784,722,3.0,13450.96,0.21,29.67,31908.45,ENVIADO,2024-04-08,PEDIDO COM DATA
5098,955,547,10.0,5523.42,0.1,93.72,49804.5,PAGO,2023-08-24,PEDIDO COM DATA
5100,314,166,7.0,10372.11,0.05,96.06,69070.59,ENVIADO,2022-01-15,PEDIDO COM DATA
5102,609,272,10.0,1463.39,0.0,36.63,14670.53,ENVIADO,2022-02-26,PEDIDO COM DATA
5103,927,155,7.0,6274.23,0.14,139.66,37910.52,PENDENTE,,PEDIDO SEM DATA
5104,91,222,4.0,2203.78,0.18,22.95,7251.35,PENDENTE,2022-04-08,PEDIDO COM DATA
5106,247,136,4.0,9501.44,0.13,98.0,33163.01,PENDENTE,2022-07-17,PEDIDO COM DATA
5107,476,383,5.0,10174.26,0.29,83.2,36201.82,ENVIADO,2023-08-06,PEDIDO COM DATA
5108,527,828,4.0,13595.7,0.08,95.67,50127.85,CANCELADO,2023-10-06,PEDIDO COM DATA
5109,870,349,10.0,11316.5,0.06,82.48,106457.58,PAGO,2024-05-02,PEDIDO COM DATA
5111,477,89,6.0,1328.51,0.05,61.13,7633.64,PAGO,2022-01-31,PEDIDO COM DATA
5112,948,790,9.0,1033.31,0.22,95.69,7349.53,ENVIADO,2025-01-19,PEDIDO COM DATA
5113,63,377,9.0,2116.05,0.07,116.54,17827.88,PENDENTE,2022-04-29,PEDIDO COM DATA
5117,595,102,9.0,11113.28,0.19,76.17,81091.98,PENDENTE,,PEDIDO SEM DATA
5118,846,317,3.0,13379.35,0.04,94.65,38627.18,CANCELADO,2022-03-17,PEDIDO COM DATA
5119,207,899,8.0,2091.98,0.27,39.58,12256.74,PENDENTE,2023-07-10,PEDIDO COM DATA
5120,252,535,3.0,5514.51,0.11,71.75,14795.49,PAGO,2024-11-19,PEDIDO COM DATA
5121,693,70,2.0,9735.45,0.01,21.23,19297.42,CANCELADO,2023-03-28,PEDIDO COM DATA
5122,812,656,3.0,3780.32,0.2,19.49,9092.26,PAGO,2024-06-22,PEDIDO COM DATA
5123,521,472,6.0,6543.49,0.2,26.94,31435.69,PAGO,2023-08-30,PEDIDO COM DATA
5124,74,148,8.0,2076.12,0.0,105.96,12396.59,ENVIADO,2023-02-10,PEDIDO COM DATA
5126,762,396,8.0,13320.91,0.06,72.14,100245.38,PAGO,2024-03-17,PEDIDO COM DATA
5127,366,843,10.0,979.1,0.02,142.57,9737.75,PENDENTE,2022-08-21,PEDIDO COM DATA
5128,103,497,3.0,1330.86,0.18,137.49,3411.41,CANCELADO,2023-06-11,PEDIDO COM DATA
5129,146,637,1.0,13607.88,0.04,147.26,13210.82,ENVIADO,2022-11-09,PEDIDO COM DATA
5131,262,816,9.0,199.83,0.11,113.81,1714.45,CANCELADO,2025-03-12,PEDIDO COM DATA
5132,166,815,4.0,2969.82,0.29,112.24,8546.53,PENDENTE,2022-11-08,PEDIDO COM DATA
5133,87,518,7.0,10691.04,0.3,115.56,52501.66,ENVIADO,2022-09-17,PEDIDO COM DATA
5134,971,66,4.0,9844.59,0.23,145.77,30467.11,PENDENTE,2022-01-19,PEDIDO COM DATA
5136,242,467,1.0,14232.04,0.17,84.99,0.0,PAGO,2024-05-16,PEDIDO COM DATA
5137,592,578,10.0,9085.58,0.24,80.39,69121.77,PAGO,2023-10-19,PEDIDO COM DATA
5138,139,889,2.0,6525.63,0.29,34.86,9301.25,ENVIADO,2023-10-02,PEDIDO COM DATA
5140,220,428,2.0,12670.48,0.2,23.41,20296.18,PAGO,2022-03-03,PEDIDO COM DATA
5141,881,46,10.0,3653.18,0.06,114.68,34454.57,ENVIADO,2024-01-30,PEDIDO COM DATA
5142,900,155,9.0,4837.91,0.2,21.74,34854.69,PAGO,2023-04-28,PEDIDO COM DATA
5143,439,443,8.0,11924.45,0.28,15.69,68700.52,PENDENTE,2022-05-25,PEDIDO COM DATA
5144,909,534,10.0,10818.98,0.12,76.15,95283.17,CANCELADO,2024-09-02,PEDIDO COM DATA
5145,318,236,4.0,8071.2,0.14,131.6,27896.53,PAGO,2022-06-13,PEDIDO COM DATA
5147,900,477,3.0,3010.29,0.08,81.73,8390.13,PAGO,2022-06-02,PEDIDO COM DATA
5148,30,920,4.0,13615.82,0.27,24.01,39782.2,PAGO,2022-12-14,PEDIDO COM DATA
5149,234,851,10.0,11917.52,0.1,90.62,0.0,PENDENTE,2022-11-07,PEDIDO COM DATA
5153,606,731,1.0,3226.7,0.06,129.18,3162.28,ENVIADO,2023-08-26,PEDIDO COM DATA
5155,219,486,10.0,6325.52,0.11,142.48,56439.61,CANCELADO,2022-03-31,PEDIDO COM DATA
5156,962,452,9.0,2456.81,0.12,86.16,19544.1,ENVIADO,2023-06-02,PEDIDO COM DATA
5158,69,585,7.0,13164.78,0.25,46.38,69161.48,ENVIADO,,PEDIDO SEM DATA
5160,967,421,7.0,8413.11,0.29,32.79,41845.95,PAGO,2024-09-23,PEDIDO COM DATA
5161,326,799,10.0,5531.94,0.06,90.13,52090.37,ENVIADO,2022-10-10,PEDIDO COM DATA
5164,595,498,2.0,11144.75,0.13,80.39,19520.72,PENDENTE,2023-11-21,PEDIDO COM DATA
5165,912,703,2.0,12051.38,0.23,68.91,18628.04,PENDENTE,2024-06-10,PEDIDO COM DATA
5167,80,844,0.0,2048.76,0.28,128.7,10454.45,CANCELADO,2022-11-04,PEDIDO COM DATA
5169,699,515,5.0,5903.53,0.0,56.27,24555.92,ENVIADO,2024-01-30,PEDIDO COM DATA
5171,382,533,5.0,7765.29,0.16,28.2,32642.42,PENDENTE,2024-08-14,PEDIDO COM DATA
5173,337,384,3.0,8472.56,0.0,28.42,23412.69,ENVIADO,2025-02-21,PEDIDO COM DATA
5174,801,717,8.0,7964.97,0.23,86.61,49150.83,CANCELADO,2022-09-30,PEDIDO COM DATA
5175,751,507,8.0,5294.6,0.01,64.04,41997.27,PENDENTE,2022-09-12,PEDIDO COM DATA
5180,886,659,5.0,713.66,0.0,39.72,2573.21,CANCELADO,2022-09-29,PEDIDO COM DATA
5182,156,968,5.0,212.04,0.07,144.66,1130.65,CANCELADO,2024-12-02,PEDIDO COM DATA
5184,170,966,10.0,7616.64,0.05,93.46,72451.54,CANCELADO,,PEDIDO SEM DATA
5186,192,892,1.0,11037.53,0.11,64.77,0.0,ENVIADO,2022-01-20,PEDIDO COM DATA
5187,975,629,8.0,11178.97,0.24,15.31,67983.45,PAGO,2022-07-25,PEDIDO COM DATA
5189,682,382,2.0,13691.47,0.21,26.94,21659.46,PAGO,,PEDIDO SEM DATA
5190,310,217,1.0,5522.64,0.28,52.43,4028.73,PAGO,2022-11-13,PEDIDO COM DATA
5191,315,840,1.0,3050.97,0.0,13.65,2210.35,PAGO,2022-12-03,PEDIDO COM DATA
5192,701,849,5.0,158.76,0.21,43.07,670.17,PENDENTE,2025-03-21,PEDIDO COM DATA
5195,881,192,5.0,3926.12,0.07,72.94,18329.4,PENDENTE,2024-09-12,PEDIDO COM DATA
5199,249,789,2.0,11840.72,0.02,104.5,23312.31,CANCELADO,2023-12-13,PEDIDO COM DATA
5201,233,675,10.0,5595.98,0.2,134.49,44902.33,PENDENTE,2023-02-01,PEDIDO COM DATA
5202,232,233,4.0,5644.57,0.09,40.26,20586.49,CANCELADO,2023-01-20,PEDIDO COM DATA
5204,143,489,-5.0,5472.17,0.0,126.13,23437.57,PENDENTE,2024-04-21,PEDIDO COM DATA
5206,136,350,1.0,3935.14,0.02,66.1,3922.54,PAGO,2025-01-19,PEDIDO COM DATA
5207,247,987,1.0,6301.44,0.28,67.09,4604.13,ENVIADO,2023-06-06,PEDIDO COM DATA
5208,389,869,9.0,3570.11,0.03,63.17,31230.23,ENVIADO,2023-02-23,PEDIDO COM DATA
5209,778,197,1.0,8727.21,0.29,80.39,6332.9,CANCELADO,2024-03-01,PEDIDO COM DATA
5212,391,347,-5.0,7081.03,0.11,92.26,44207.08,CANCELADO,2022-01-16,PEDIDO COM DATA
5213,311,295,7.0,14476.47,0.24,134.64,77149.46,CANCELADO,2025-01-20,PEDIDO COM DATA
5214,979,684,-5.0,6093.2,0.24,83.27,9344.93,CANCELADO,2023-01-07,PEDIDO COM DATA
5215,452,226,5.0,9082.35,0.22,142.85,35564.01,PAGO,2022-01-18,PEDIDO COM DATA
5217,996,514,8.0,4334.58,0.21,59.19,27453.74,PAGO,2022-10-29,PEDIDO COM DATA
5219,386,319,10.0,9206.58,0.15,45.97,78301.9,CANCELADO,2024-11-25,PEDIDO COM DATA
5220,916,528,1.0,14978.43,0.0,60.01,13091.24,ENVIADO,2024-07-09,PEDIDO COM DATA
5221,260,859,1.0,13788.21,0.0,97.38,13885.59,ENVIADO,,PEDIDO SEM DATA
5222,788,528,-1.0,4055.51,0.03,27.78,35432.38,ENVIADO,2024-09-09,PEDIDO COM DATA
5223,848,948,8.0,7982.82,0.15,141.44,54424.62,CANCELADO,2023-04-17,PEDIDO COM DATA
5224,317,801,7.0,2358.87,0.01,69.62,16416.59,PAGO,2022-04-17,PEDIDO COM DATA
5226,374,588,3.0,5136.44,0.13,97.45,13503.56,PAGO,2022-12-15,PEDIDO COM DATA
5228,975,645,1.0,2737.55,0.21,26.88,2189.54,ENVIADO,2025-03-29,PEDIDO COM DATA
5229,863,466,8.0,4314.54,0.18,103.29,-500.0,ENVIADO,2025-03-31,PEDIDO COM DATA
5230,685,957,3.0,1607.16,0.22,106.54,3867.29,CANCELADO,2024-07-06,PEDIDO COM DATA
5231,943,565,1.0,1932.31,0.06,29.65,1846.02,ENVIADO,,PEDIDO SEM DATA
5232,32,650,1.0,4676.2,0.03,92.09,4628.0,PAGO,,PEDIDO SEM DATA
5234,750,722,2.0,59.75,0.27,108.42,195.66,CANCELADO,2022-08-12,PEDIDO COM DATA
5236,999,396,2.0,10397.41,0.15,23.66,17699.26,PAGO,2022-09-12,PEDIDO COM DATA
5239,623,947,1.0,4194.96,0.06,66.86,4010.12,PENDENTE,2023-08-11,PEDIDO COM DATA
5241,719,335,10.0,9982.8,0.13,123.16,86973.52,CANCELADO,2022-05-14,PEDIDO COM DATA
5242,501,119,3.0,3549.44,0.16,95.62,9040.21,ENVIADO,2022-12-29,PEDIDO COM DATA
5243,202,847,8.0,1893.52,0.21,144.63,12111.68,ENVIADO,2023-05-11,PEDIDO COM DATA
5244,103,17,9.0,10230.71,0.28,72.04,0.0,PENDENTE,2023-08-20,PEDIDO COM DATA
5245,590,384,4.0,5270.26,0.06,146.5,19962.68,PENDENTE,2023-08-22,PEDIDO COM DATA
5246,833,858,8.0,12273.29,0.25,47.17,73686.91,PENDENTE,2023-01-23,PEDIDO COM DATA
5247,267,418,10.0,2534.25,0.27,88.99,18589.01,PAGO,2022-05-03,PEDIDO COM DATA
5248,859,95,1.0,14422.97,0.15,100.69,12360.21,CANCELADO,2023-11-27,PEDIDO COM DATA
5250,838,440,7.0,7269.69,0.04,38.52,48890.84,ENVIADO,2023-06-21,PEDIDO COM DATA
5251,365,678,5.0,10529.41,0.16,72.13,44295.65,ENVIADO,,PEDIDO SEM DATA
5252,746,634,7.0,7586.23,0.19,96.68,43110.6,CANCELADO,2024-02-10,PEDIDO COM DATA
5253,873,827,6.0,2233.4,0.26,109.84,10026.14,PENDENTE,2023-03-12,PEDIDO COM DATA
5254,257,23,5.0,9286.61,0.22,93.51,36311.29,ENVIADO,,PEDIDO SEM DATA
5255,247,671,5.0,7546.24,0.07,80.39,35238.84,ENVIADO,2022-12-06,PEDIDO COM DATA
5256,852,362,4.0,14757.05,0.17,134.42,49127.83,ENVIADO,2023-07-01,PEDIDO COM DATA
5259,137,574,6.0,5391.48,0.22,13.67,0.0,PENDENTE,2024-11-28,PEDIDO COM DATA
5260,556,753,6.0,4794.83,0.21,149.72,22877.21,PENDENTE,2023-12-27,PEDIDO COM DATA
5261,939,536,7.0,43.51,0.02,12.7,311.18,CANCELADO,2022-04-23,PEDIDO COM DATA
5262,368,163,4.0,11113.35,0.09,16.48,40469.07,CANCELADO,2023-12-14,PEDIDO COM DATA
5263,101,359,0.0,6734.33,0.28,23.19,14569.34,ENVIADO,2024-05-05,PEDIDO COM DATA
5264,273,613,6.0,4521.0,0.15,79.02,23136.12,PENDENTE,2022-10-13,PEDIDO COM DATA
5266,782,717,2.0,1744.53,0.04,127.66,3477.16,PENDENTE,2022-12-03,PEDIDO COM DATA
5267,639,526,4.0,10824.66,0.1,80.39,39050.57,CANCELADO,2023-01-18,PEDIDO COM DATA
5269,578,847,3.0,3313.58,0.08,122.25,25248.04,ENVIADO,2022-10-31,PEDIDO COM DATA
5270,244,918,0.0,5742.48,0.24,80.39,43791.49,PENDENTE,2023-04-26,PEDIDO COM DATA
5272,853,447,7.0,3542.67,0.22,73.27,19416.25,ENVIADO,2023-09-01,PEDIDO COM DATA
5274,237,443,5.0,11265.97,0.19,131.24,45758.42,CANCELADO,2024-08-30,PEDIDO COM DATA
5276,905,430,4.0,8040.01,0.22,41.66,25126.49,CANCELADO,2025-01-02,PEDIDO COM DATA
5278,566,89,8.0,8882.31,0.27,37.04,51909.73,PAGO,2023-02-22,PEDIDO COM DATA
5283,180,697,3.0,10752.41,0.24,125.41,24640.9,CANCELADO,2023-12-12,PEDIDO COM DATA
5285,712,485,7.0,6132.38,0.09,92.58,39155.84,CANCELADO,,PEDIDO SEM DATA
5286,647,692,6.0,8552.87,0.08,60.53,47272.37,PAGO,2022-08-01,PEDIDO COM DATA
5287,663,395,5.0,2863.96,0.1,75.71,12963.53,PAGO,2022-10-01,PEDIDO COM DATA
5291,718,513,3.0,7920.14,0.08,143.87,22003.46,PAGO,,PEDIDO SEM DATA
5292,2,899,9.0,11544.52,0.18,104.75,85303.31,PENDENTE,2023-06-21,PEDIDO COM DATA
5293,417,196,6.0,10017.22,0.18,35.41,49320.13,PENDENTE,2024-04-11,PEDIDO COM DATA
5294,273,209,3.0,12354.67,0.29,114.36,26429.81,ENVIADO,2022-07-01,PEDIDO COM DATA
5295,985,273,-5.0,14811.48,0.26,91.51,22012.5,PAGO,2023-01-15,PEDIDO COM DATA
5296,317,632,10.0,14197.71,0.05,115.7,134993.94,ENVIADO,2024-09-15,PEDIDO COM DATA
5297,587,129,2.0,1625.05,0.03,80.39,3217.38,ENVIADO,2022-08-13,PEDIDO COM DATA
5299,129,259,8.0,1648.46,0.02,66.05,12989.98,ENVIADO,2022-06-14,PEDIDO COM DATA
5300,416,784,2.0,14774.75,0.14,74.69,25487.26,PENDENTE,2024-07-18,PEDIDO COM DATA
5301,196,582,6.0,2327.93,0.0,67.35,13057.2,CANCELADO,2022-10-08,PEDIDO COM DATA
5303,928,983,1.0,14443.36,0.03,38.58,14048.64,PAGO,2024-08-25,PEDIDO COM DATA
5305,573,618,3.0,10320.22,0.18,144.62,25532.36,CANCELADO,2022-12-23,PEDIDO COM DATA
5307,527,647,8.0,9613.44,0.15,122.23,65493.62,ENVIADO,2024-02-25,PEDIDO COM DATA
5309,373,653,8.0,8877.92,0.13,43.36,61833.68,PENDENTE,2023-07-03,PEDIDO COM DATA
5310,545,23,2.0,1412.15,0.15,80.39,2510.3,ENVIADO,2024-04-08,PEDIDO COM DATA
